stock_no, com_name, owner_capital, roe_3yr, stock_count, stock_current_price, stock_value_price,expected_rise_percent, evevitada, url
175330,JB금융지주,3756300000000.0,9.931666666666667,196982894.0,8140,20881,156.52334152334154,18.8,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=175330
155660,DSR,161400000000.0,5.701666666666667,16000000.0,5360,6341,18.30223880597015,6.05,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=155660
168490,한국패러랠,0,0.0,80020000.0,2200,0,-100.0,0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=168490
170900,동아에스티,642100000000.0,6.195,8446351.0,68300,51924,-23.976573938506586,9.77,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=170900
013870,지엠비코리아,220300000000.0,-1.4283333333333335,19072280.0,5270,-1819,-134.51612903225808,12.9,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=013870
037560,LG헬로비전,631100000000.0,-29.486666666666668,77446865.0,4990,-26492,-630.9018036072144,3.5,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=037560
163560,동일고무벨트,199900000000.0,4.241666666666667,13900000.0,6760,6726,-0.5029585798816568,3.56,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=163560
161890,한국콜마,623700000000.0,18.661666666666665,22881180.0,46300,56084,21.1317494600432,9.85,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=161890
161390,한국타이어앤테크놀로지,7377500000000.0,5.896666666666667,123875069.0,34500,38719,12.228985507246378,3.41,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=161390
161000,애경케미칼,394500000000.0,11.46,48648709.0,9960,10246,2.8714859437751006,5.68,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=161000
068400,SK렌터카,463100000000.0,4.345,47285840.0,10250,4692,-54.22439024390244,5.14,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=068400
155900,바다로19호,38600000000.0,3.48,15200004.0,3110,974,-68.68167202572347,6.52,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=155900
014710,사조씨푸드,210800000000.0,1.9833333333333332,17218543.0,5430,2677,-50.69981583793739,9.56,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=014710
153360,하이골드3호,21500000000.0,-12.116666666666667,16149790.0,2700,-1778,-165.85185185185185,16.86,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=153360
152550,한국ANKOR유전,0,0.0,70020000.0,1690,0,-100.0,0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=152550
079980,휴비스,471200000000.0,10.245,34500000.0,7040,15427,119.13352272727273,3.51,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=079980
145270,케이탑리츠,78600000000.0,11.213333333333333,46224127.0,1555,2102,35.17684887459807,10.79,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=145270
007070,GS리테일,2304500000000.0,6.8,104717922.0,26350,16499,-37.385199240986715,5.88,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007070
129260,인터지스,185800000000.0,-4.391666666666667,29747874.0,3250,-3024,-193.04615384615386,8.57,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=129260
145990,삼양사,1168000000000.0,4.241666666666666,10313449.0,50700,52962,4.461538461538462,5.23,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=145990
039130,하나투어,135000000000.0,-55.15833333333334,13939185.0,77000,-58898,-176.4909090909091,-26.13,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=039130
078520,에이블씨엔씨,156400000000.0,-23.83666666666667,27033459.0,6680,-15205,-327.61976047904193,-5.69,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=078520
023000,삼원강재,218700000000.0,4.158333333333334,40000000.0,2940,2507,-14.727891156462587,4.4,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=023000
031430,신세계인터내셔날,639100000000.0,10.295,7140000.0,148000,101599,-31.35202702702703,14.31,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=031430
140910,에이리츠,36600000000.0,20.653333333333332,4217390.0,7170,19762,175.62064156206415,1.24,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=140910
047810,한국항공우주,1195400000000.0,9.361666666666666,97475107.0,34350,12658,-63.14992721979622,13.42,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=047810
071840,롯데하이마트,1926000000000.0,-0.2316666666666666,23607712.0,22700,-2084,-109.1806167400881,3.61,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=071840
069640,한세엠케이,77800000000.0,-24.176666666666666,12909322.0,4080,-16064,-493.72549019607845,-6.69,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=069640
138490,코오롱플라스틱,198200000000.0,2.7183333333333337,38000000.0,10050,1563,-84.44776119402985,23.6,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=138490
139480,이마트,9073700000000.0,3.8599999999999994,27875819.0,128500,138528,7.803891050583657,6.5,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=139480
139130,DGB금융지주,4988600000000.0,7.3,169145833.0,9190,23737,158.29162132752992,20.91,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=139130
053210,케이티스카이라이프,737200000000.0,8.046666666666667,47821966.0,8420,13676,62.4228028503563,0.53,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=053210
019440,세아특수강,304600000000.0,1.04,8570000.0,16100,4075,-74.68944099378882,9.29,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=019440
138040,메리츠금융지주,3349200000000.0,15.428333333333333,134011294.0,39450,42512,7.761723700887199,11.54,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=138040
023350,한국종합기술,137500000000.0,1.1466666666666667,10950000.0,6480,1588,-75.49382716049384,7.93,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=023350
138930,BNK금융지주,8728800000000.0,6.551666666666667,325935246.0,7780,19345,148.6503856041131,19.6,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=138930
020150,일진머티리얼즈,611200000000.0,7.755,46110835.0,89300,11333,-87.30907054871221,45.68,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=020150
011210,현대위아,3118100000000.0,1.28,27195083.0,62400,16181,-74.06891025641026,7.97,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011210
136490,선진,370000000000.0,15.299999999999999,23779604.0,10800,26247,143.02777777777777,5.08,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=136490
134380,미원화학,112900000000.0,12.513333333333334,2199268.0,72400,70824,-2.1767955801104972,5.82,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=134380
134790,시디즈,48800000000.0,33.428333333333335,2000000.0,58000,89928,55.04827586206896,4.79,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=134790
082740,HSD엔진,194100000000.0,-5.811666666666667,46721246.0,9500,-2662,-128.02105263157895,15.25,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=082740
117580,대성에너지,314400000000.0,4.46,27500000.0,16350,5622,-65.61467889908256,10.39,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=117580
126560,현대퓨처넷,691000000000.0,0.6366666666666664,112876596.0,3700,430,-88.37837837837837,2.59,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=126560
058860,KTis,167400000000.0,4.886666666666667,34802000.0,2250,2592,15.2,2.38,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=058860
130660,한전산업,83200000000.0,17.841666666666665,32600000.0,11600,5020,-56.72413793103448,14.67,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=130660
900140,엘브이엠씨,356000000000.0,-10.678333333333335,99455297.0,3125,-4214,-234.84799999999998,103.84,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=900140
030790,비케이탑스,23000000000.0,0.0,15512514.0,1995,0,-100.0,-27.11,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=030790
081660,휠라홀딩스,1292400000000.0,16.075,60752222.0,34500,37703,9.284057971014493,5.93,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=081660
058850,KTcs,163500000000.0,6.109999999999999,42685000.0,2175,2580,18.620689655172416,-0.64,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=058850
057050,현대홈쇼핑,1797600000000.0,6.538333333333333,12000000.0,58900,107987,83.33955857385399,1.5,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=057050
002150,도화엔지니어링,256800000000.0,6.758333333333333,33720000.0,7470,5675,-24.029451137884873,7.16,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=002150
128820,대성산업,504400000000.0,0.23833333333333337,45235478.0,4800,293,-93.89583333333333,26.84,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=128820
122900,아이마켓코리아,361400000000.0,4.913333333333333,33428840.0,9980,5856,-41.322645290581164,2.34,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=122900
128940,한미약품,730000000000.0,3.8449999999999993,12317971.0,255000,25123,-90.1478431372549,34.42,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=128940
105840,우진,149100000000.0,8.344999999999999,20323614.0,8470,6750,-20.30696576151122,46.97,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=105840
033920,무학,524800000000.0,2.1733333333333333,28500000.0,10400,4412,-57.57692307692308,10.51,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=033920
102460,이연제약,230100000000.0,1.7,17998577.0,27250,2396,-91.20733944954128,81.11,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=102460
123690,한국화장품,29500000000.0,-27.186666666666667,16068000.0,8630,-5503,-163.765932792584,-12.21,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=123690
123700,에스제이엠,163300000000.0,2.661666666666667,15604898.0,4260,3071,-27.910798122065728,1.05,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=123700
060980,한라홀딩스,886800000000.0,4.291666666666667,10472070.0,40800,40069,-1.7916666666666667,9.44,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=060980
032830,삼성생명,41894800000000.0,3.8433333333333333,200000000.0,60100,88763,47.69217970049917,9.83,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=032830
031440,신세계푸드,283300000000.0,-2.766666666666666,3872480.0,81000,-22316,-127.5506172839506,11.32,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=031440
088350,한화생명,12666400000000.0,1.8766666666666663,868530000.0,2950,3018,2.305084745762712,2.33,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=088350
120030,조선선재,116900000000.0,10.01,1257651.0,115000,102584,-10.796521739130435,4.18,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=120030
120110,코오롱인더,2179200000000.0,5.883333333333333,27519091.0,61700,51366,-16.748784440842787,8.54,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=120110
119650,KC코트렐,11300000000.0,-72.29333333333332,17600000.0,5520,-5117,-192.69927536231884,-3.86,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=119650
071320,지역난방공사,1803700000000.0,0.5666666666666667,11578744.0,35300,9732,-72.43059490084985,8.41,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=071320
115390,락앤락,665200000000.0,2.4633333333333334,51550414.0,10100,3505,-65.2970297029703,5.74,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=115390
012160,영흥,146700000000.0,-6.753333333333334,101310372.0,912,-1078,-218.2017543859649,-19.32,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=012160
118000,우리들휴브레인,76000000000.0,-6.721666666666667,81323413.0,1320,-693,-152.5,-53.93,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=118000
052690,한전기술,499100000000.0,0.0,38220000.0,85400,0,-100.0,59.32,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=052690
114090,GKL,486400000000.0,-3.8000000000000003,61855670.0,14650,-3295,-122.49146757679182,-13.54,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=114090
034730,SK,17435000000000.0,4.468333333333334,74149329.0,222000,115839,-47.82027027027027,7.26,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=034730
032560,황금에스티,273100000000.0,7.546666666666667,16000000.0,8650,14202,64.18497109826589,4.47,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=032560
000080,하이트진로,1073800000000.0,3.1400000000000006,70133611.0,35600,5301,-85.10955056179775,9.3,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000080
082640,동양생명,3092500000000.0,4.208333333333333,161358585.0,6150,8892,44.58536585365854,4.38,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=082640
047400,유니온머티리얼,83200000000.0,-1.5866666666666667,42000000.0,2955,-347,-111.74280879864635,34.26,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=047400
093240,형지엘리트,60200000000.0,-3.8200000000000003,31154798.0,2315,-814,-135.16198704103672,40.41,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=093240
039490,키움증권,2856700000000.0,21.278333333333332,26219513.0,99900,255606,155.86186186186185,7.69,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=039490
111770,영원무역,1834800000000.0,8.646666666666667,44311468.0,41500,39474,-4.881927710843374,4.27,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=111770
053690,한미글로벌,119300000000.0,11.975,10957550.0,12300,14375,16.869918699186993,5.21,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=053690
028100,동아지질,191500000000.0,5.859999999999999,14052646.0,16400,8804,-46.31707317073171,4.94,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=028100
071970,STX중공업,173900000000.0,-19.205000000000002,28365976.0,4860,-12981,-367.0987654320988,37.67,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=071970
108670,LX하우시스,837700000000.0,-4.911666666666667,8967670.0,52800,-50586,-195.8068181818182,4.48,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=108670
105630,한세실업,421400000000.0,3.560000000000001,40000000.0,21800,4135,-81.03211009174312,10.72,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=105630
109070,컨버즈,7100000000.0,66.6016666666667,17549275.0,4100,2971,-27.53658536585366,-20.45,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=109070
107590,미원홀딩스,162700000000.0,10.621666666666666,2320000.0,140500,82127,-41.54661921708185,13.13,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=107590
035420,NAVER,7367200000000.0,13.286666666666667,164049085.0,314500,65787,-79.08203497615263,29.04,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=035420
026940,부국철강,113300000000.0,1.2149999999999999,20000000.0,4115,759,-81.55528554070473,22.81,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=026940
105560,KB금융,42503700000000.0,8.701666666666666,412352494.0,58900,98890,67.89473684210526,20.6,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=105560
104700,한국철강,696800000000.0,0.5716666666666667,46050000.0,8240,954,-88.42233009708738,-1.16,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=104700
103590,일진전기,308900000000.0,0.4033333333333333,37080390.0,4680,370,-92.09401709401709,11.25,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=103590
103140,풍산,1444400000000.0,3.7416666666666667,28024278.0,31600,21262,-32.71518987341772,7.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=103140
011070,LG이노텍,3314200000000.0,19.658333333333335,23667107.0,327000,303510,-7.183486238532111,4.27,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011070
017180,명문제약,87200000000.0,-24.89333333333333,33953454.0,3870,-7049,-282.1447028423773,-8.77,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=017180
100220,비상교육,195900000000.0,-1.6333333333333335,12996741.0,7090,-2714,-138.2792665726375,79.76,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=100220
102260,동성케미컬,276600000000.0,1.6766666666666667,49689728.0,4610,1029,-77.67895878524945,3.23,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=102260
102280,쌍방울,215400000000.0,-17.066666666666666,262592129.0,651,-1543,-337.0199692780338,49.21,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=102280
032640,LG유플러스,7374900000000.0,6.658333333333332,436611361.0,13150,12400,-5.7034220532319395,3.63,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=032640
101140,인바이오젠,77900000000.0,-19.93166666666667,53396820.0,2590,-3206,-223.78378378378378,-13.3,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=101140
020560,아시아나항공,1031400000000.0,-55.30166666666668,74411764.0,19000,-84512,-544.8000000000001,10.93,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=020560
100840,SNT에너지,244800000000.0,4.823333333333333,7506711.0,18750,17342,-7.509333333333333,3.43,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=100840
100250,진양홀딩스,325000000000.0,5.835000000000001,55895292.0,3875,3741,-3.458064516129032,10.71,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=100250
085310,엔케이,89400000000.0,-11.998333333333335,79983352.0,963,-1479,-253.58255451713396,16.27,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=085310
051600,한전KPS,1051700000000.0,11.955,45000000.0,35700,30805,-13.711484593837536,7.88,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=051600
093230,이아이디,143800000000.0,-9.101666666666665,940724905.0,255,-153,-160.0,78.13,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=093230
092440,기신정기,244100000000.0,4.3566666666666665,29200000.0,4545,4015,-11.66116611661166,2.96,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=092440
044450,KSS해운,268800000000.0,6.763333333333333,23185880.0,11950,8645,-27.656903765690377,10.44,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=044450
094280,효성 ITX,49400000000.0,22.136666666666667,11558200.0,16600,10431,-37.162650602409634,6.65,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=094280
033270,유나이티드,276900000000.0,11.723333333333334,16244822.0,45500,22032,-51.57802197802198,14.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=033270
092200,디아이씨,35700000000.0,-76.18833333333333,38888569.0,4765,-7711,-261.8258132214061,-17.64,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=092200
097950,CJ제일제당,5274400000000.0,11.38,15054186.0,372000,439593,18.170161290322582,5.1,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=097950
028670,팬오션,2806700000000.0,4.465,534569512.0,6330,2585,-59.162717219589254,10.16,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=028670
097230,HJ중공업,320100000000.0,299.59666666666664,83274281.0,7230,126971,1656.1687413554632,16.41,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=097230
096760,JW홀딩스,146200000000.0,-1.4983333333333324,70444706.0,3660,-343,-109.37158469945356,8.98,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=096760
096770,SK이노베이션,14540000000000.0,-5.336666666666667,92465564.0,201000,-92522,-146.03084577114427,-23.78,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=096770
029780,삼성카드,7119500000000.0,5.364999999999999,115858891.0,32000,36348,13.5875,27.76,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=029780
096300,베트남개발1,0,0.0,137680211.0,161,0,-100.0,0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=096300
001780,알루코,202100000000.0,-4.6466666666666665,89791232.0,4200,-1153,-127.45238095238096,8.85,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001780
095720,웅진씽크빅,371100000000.0,-11.501666666666667,115505985.0,2850,-4074,-242.94736842105263,5.7,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=095720
094800,맵스리얼티1,0,0.0,92834331.0,4595,0,-100.0,0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=094800
090370,메타랩스,53000000000.0,-34.92333333333334,74523448.0,908,-2738,-401.54185022026434,24.42,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=090370
093370,후성,217700000000.0,5.351666666666667,92606819.0,20550,1387,-93.25060827250608,55.26,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=093370
093050,LF,1233500000000.0,3.813333333333334,29240000.0,17600,17736,0.7727272727272727,4.35,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=093050
044380,주연테크,37600000000.0,-8.401666666666666,59199244.0,1060,-588,-155.47169811320757,40.89,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=044380
044820,코스맥스비티아이,291100000000.0,-0.49333333333333323,9603921.0,13200,-1649,-112.49242424242425,16.23,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=044820
034590,인천도시가스,191700000000.0,5.989999999999999,4374754.0,27800,28939,4.097122302158274,4.01,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=034590
009770,삼정펄프,211000000000.0,7.626666666666666,2499971.0,27150,70970,161.39963167587476,-1.63,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=009770
092220,KEC,162700000000.0,-15.1,144748141.0,2940,-1871,-163.63945578231292,88.71,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=092220
092230,KPX홀딩스,774200000000.0,11.949999999999998,4224646.0,60400,241448,299.74834437086093,-0.16,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=092230
089470,HDC현대EP,292700000000.0,4.451666666666667,31900000.0,4745,4503,-5.100105374077977,3.86,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=089470
091090,세원이앤씨,170100000000.0,-10.336666666666666,145949072.0,1045,-1328,-227.08133971291863,-139.43,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=091090
090350,노루페인트,333900000000.0,5.44,20000000.0,10450,10013,-4.181818181818182,5.8,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=090350
090430,아모레퍼시픽,4467900000000.0,3.4683333333333337,58492759.0,179500,29209,-83.7275766016713,17.77,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=090430
032350,롯데관광개발,229500000000.0,-24.804999999999996,69275662.0,17850,-9060,-150.7563025210084,-37.06,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=032350
090080,평화산업,25600000000.0,-38.115,54902259.0,1560,-1959,-225.57692307692307,-190.84,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=090080
049800,우진플라임,60800000000.0,-3.8150000000000013,20000000.0,4520,-1279,-128.29646017699113,10.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=049800
035510,신세계I&C,211300000000.0,21.478333333333335,1720000.0,171500,290914,69.62915451895044,5.54,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=035510
088790,진도,97100000000.0,-0.9099999999999998,12447744.0,2935,-783,-126.67802385008517,-104.67,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=088790
088980,맥쿼리인프라,0,0.0,404845547.0,13600,0,-100.0,0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=088980
023530,롯데쇼핑,9801600000000.0,-7.271666666666666,28288755.0,84200,-277786,-429.91211401425176,9.22,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=023530
086280,현대글로비스,5065400000000.0,11.741666666666665,37500000.0,174500,174866,0.20974212034383954,7.11,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=086280
084870,티비에이치글로벌,78100000000.0,-42.16,20856819.0,1810,-17406,-1061.6574585635358,235.46,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=084870
086790,하나금융지주,30713700000000.0,8.883333333333335,300242062.0,48800,100191,105.3094262295082,17.33,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=086790
001560,제일연마,85900000000.0,5.678333333333334,10000000.0,8840,5378,-39.16289592760181,10.35,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001560
079430,현대리바트,481000000000.0,5.7683333333333335,20535282.0,13500,14897,10.348148148148148,4.28,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=079430
084010,대한제강,494600000000.0,6.710000000000001,24646734.0,22800,14846,-34.885964912280706,3.64,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=084010
075180,새론오토모티브,217900000000.0,0.7150000000000002,19200000.0,5710,895,-84.32574430823118,3.54,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=075180
083420,그린케미칼,113200000000.0,6.7749999999999995,24000000.0,9440,3523,-62.68008474576271,7.29,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=083420
084690,대상홀딩스,653000000000.0,12.229999999999999,36212538.0,9090,24315,167.4917491749175,2.08,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=084690
071950,코아스,23800000000.0,-0.5233333333333331,30907210.0,1045,-44,-104.21052631578947,40.42,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=071950
084680,이월드,362600000000.0,0.5499999999999997,141806193.0,2220,155,-93.01801801801803,-75.83,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=084680
084670,동양고속,106700000000.0,2.275000000000001,2895569.0,19100,9243,-51.60732984293194,-5.49,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=084670
