stock_no, com_name, owner_capital, roe_3yr, stock_count, stock_current_price, stock_value_price,expected_rise_percent, evevitada, url
042700,한미반도체,257100000000.0,17.360000000000003,49459877.0,33350,9949,-70.16791604197901,21.55,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=042700
004890,동일산업,360500000000.0,2.2183333333333333,2425215.0,177000,36356,-79.45988700564972,19.31,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=004890
010960,삼호개발,211100000000.0,10.528333333333334,25000000.0,4450,9802,120.26966292134831,1.23,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=010960
073240,금호타이어,1167600000000.0,-7.204999999999999,287260287.0,3915,-3229,-182.47765006385697,11.49,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=073240
079160,CJ CGV,133800000000.0,-184.67999999999998,40809416.0,25150,-66759,-365.4433399602386,-135.56,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=079160
081000,일진다이아,181600000000.0,5.491666666666667,14202975.0,25450,7742,-69.57956777996071,16.46,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=081000
014830,유니드,784300000000.0,9.354999999999999,8889843.0,85000,90996,7.054117647058823,5.53,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=014830
041650,상신브레이크,163600000000.0,0.8183333333333332,21471450.0,3445,687,-80.05805515239479,7.49,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=041650
023810,인팩,96500000000.0,-0.050000000000000266,10000000.0,10200,-53,-100.51960784313725,6.08,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=023810
078930,GS,8353800000000.0,2.5333333333333337,92915378.0,40500,25112,-37.995061728395065,13.78,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=078930
077500,유니퀘스트,230100000000.0,10.718333333333334,27342975.0,11200,9945,-11.205357142857144,25.92,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=077500
058730,다스코,118000000000.0,-0.32166666666666693,16876561.0,4755,-248,-105.21556256572029,-91.28,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=058730
034220,LG디스플레이,11401000000000.0,-8.088333333333333,357815700.0,18800,-28414,-251.13829787234044,4.04,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=034220
078000,텔코웨어,110000000000.0,3.098333333333333,9702706.0,10100,3873,-61.65346534653465,15.31,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=078000
077970,STX엔진,266500000000.0,9.956666666666665,23008904.0,12850,12715,-1.0505836575875487,15.88,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=077970
034310,NICE,705900000000.0,4.346666666666667,37882300.0,16600,8930,-46.204819277108435,1.54,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=034310
019680,대교,555300000000.0,-0.10000000000000016,84702850.0,3560,-72,-102.02247191011236,7.76,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=019680
024110,기업은행,25018300000000.0,7.111666666666667,744300587.0,10450,26356,152.21052631578945,72.09,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=024110
074610,이엔플러스,55500000000.0,-48.00666666666667,53234952.0,3745,-5518,-247.34312416555406,-27.84,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=074610
025750,한솔홈데코,154500000000.0,0.4666666666666666,80565149.0,1575,99,-93.71428571428572,19.24,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025750
007660,이수페타시스,65100000000.0,-34.160000000000004,63246419.0,7360,-3877,-152.67663043478262,27.84,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007660
035250,강원랜드,3247000000000.0,0.49166666666666714,213940500.0,26150,823,-96.8527724665392,-11.85,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=035250
037270,YG PLUS,89300000000.0,-4.655,63429410.0,7390,-723,-109.78349120433018,68.53,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=037270
072710,농심홀딩스,972000000000.0,5.845,4637790.0,73500,135062,83.75782312925169,4.58,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=072710
071050,한국금융지주,5611800000000.0,16.34166666666667,55725992.0,78300,181440,131.72413793103448,16.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=071050
072130,유엔젤,36500000000.0,-4.376666666666666,13195454.0,4330,-1335,-130.83140877598152,16.94,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=072130
034120,SBS,511300000000.0,-4.865,18252582.0,43350,-15025,-134.65974625144176,8.29,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=034120
036570,엔씨소프트,3141600000000.0,18.06,21954022.0,444000,284936,-35.825225225225225,8.94,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=036570
071090,하이스틸,126000000000.0,-1.3883333333333334,19999440.0,3325,-964,-128.99248120300751,21.77,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=071090
069730,DSR제강,146300000000.0,4.38,14400000.0,4410,4906,11.24716553287982,8.26,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=069730
006890,태경케미컬,124200000000.0,6.546666666666667,11600000.0,12450,7728,-37.9277108433735,10.46,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=006890
011500,한농화성,130800000000.0,8.916666666666666,15637042.0,13950,8223,-41.053763440860216,10.79,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011500
069960,현대백화점,4266600000000.0,3.356666666666667,23402441.0,76600,67472,-11.91644908616188,7.2,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=069960
069460,대호에이엘,27400000000.0,-2.5383333333333327,52003519.0,3270,-147,-104.4954128440367,40.11,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=069460
069620,대웅제약,551000000000.0,2.138333333333333,11586575.0,167500,11212,-93.30626865671641,38.18,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=069620
027740,마니커,71700000000.0,-30.019999999999996,63511228.0,1250,-3737,-398.96,-7.84,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=027740
036530,SNT홀딩스,950100000000.0,7.283333333333334,16303886.0,16000,46795,192.46875,-2.95,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=036530
069260,휴켐스,668400000000.0,10.198333333333332,40878588.0,22100,18385,-16.809954751131222,5.1,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=069260
033530,세종공업,387400000000.0,-2.706666666666667,27820961.0,7000,-4155,-159.35714285714286,6.6,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=033530
058430,포스코강판,223300000000.0,2.723333333333334,6000000.0,44500,11175,-74.8876404494382,8.46,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=058430
068290,삼성출판사,142900000000.0,24.683333333333334,10000000.0,27750,38889,40.14054054054054,13.17,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=068290
067830,세이브존I&C,452100000000.0,3.8083333333333336,41040895.0,3035,4625,52.38879736408567,4.58,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=067830
030610,교보증권,1263300000000.0,9.213333333333333,64653296.0,7530,19848,163.58565737051794,9.44,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=030610
009240,한샘,607900000000.0,10.626666666666667,23533928.0,73100,30264,-58.59917920656634,10.61,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=009240
034300,신세계건설,202400000000.0,10.071666666666667,4000000.0,31350,56188,79.22807017543859,3.09,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=034300
017370,우신시스템,103100000000.0,-4.478333333333332,18314054.0,3255,-2780,-185.40706605222735,15.64,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=017370
066570,LG전자,15437500000000.0,8.193333333333333,163647814.0,124000,85216,-31.27741935483871,4.47,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=066570
024720,한국콜마홀딩스,585200000000.0,17.49833333333333,18576719.0,20450,60775,197.18826405867972,2.72,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=024720
064960,SNT모티브,857600000000.0,7.428333333333334,14623136.0,43300,48032,10.928406466512703,2.41,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=064960
037710,광주신세계,698300000000.0,6.906666666666666,1600000.0,184000,332340,80.61956521739131,2.35,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=037710
020760,일진디스플,28400000000.0,-94.15,51513741.0,1800,-5723,-417.9444444444444,-6.41,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=020760
033180,KH 필룩스,268800000000.0,-11.773333333333333,141294023.0,2010,-2469,-222.83582089552237,89.63,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=033180
063160,종근당바이오,168700000000.0,3.79,5485962.0,32700,12850,-60.703363914373085,12.99,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=063160
055550,신한지주,44069600000000.0,8.665000000000001,516599554.0,38950,81498,109.23748395378689,21.45,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=055550
021240,코웨이,1491300000000.0,31.641666666666666,73799619.0,69600,70496,1.2873563218390804,5.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=021240
058650,세아홀딩스,1857800000000.0,-3.426666666666667,4000000.0,103000,-175470,-270.3592233009709,5.46,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=058650
051900,LG생활건강,5388000000000.0,17.685,15618197.0,942000,672658,-28.592569002123142,9.93,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=051900
051910,LG화학,18039100000000.0,3.5549999999999997,70592343.0,554000,100159,-81.92075812274369,11.56,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=051910
047040,대우건설,2674400000000.0,10.663333333333334,415622638.0,6130,7565,23.4094616639478,5.51,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=047040
047050,포스코인터내셔널,3158100000000.0,7.1066666666666665,123375149.0,20150,20057,-0.46153846153846156,5.89,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=047050
042660,대우조선해양,3869000000000.0,2.316666666666667,107290669.0,25800,9211,-64.29844961240309,14.58,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=042660
042670,현대두산인프라코어,2377700000000.0,9.438333333333334,197436281.0,6600,12532,89.87878787878788,3.97,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=042670
051630,진양화학,27600000000.0,-1.1899999999999997,12000000.0,5840,-302,-105.17123287671232,76.06,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=051630
049770,동원F&B,746900000000.0,10.331666666666667,3859124.0,170000,220464,29.68470588235294,6.47,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=049770
034020,두산중공업,3188400000000.0,-26.330000000000002,605103131.0,18900,-15296,-180.9312169312169,26.01,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=034020
010040,한국내화,144200000000.0,0.0,41067062.0,3400,0,-100.0,13.93,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=010040
016450,한세예스24홀딩스,368300000000.0,10.049999999999999,40000000.0,6090,10202,67.52052545155993,4.18,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=016450
016710,대성홀딩스,457400000000.0,6.743333333333333,16089459.0,51100,21136,-58.63796477495108,15.12,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=016710
003220,대원제약,213900000000.0,11.145000000000001,21224823.0,19150,12383,-35.33681462140992,11.27,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003220
036460,한국가스공사,7481000000000.0,0.09999999999999994,92313000.0,38150,893,-97.65923984272608,10.77,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=036460
007120,미래아이앤지,89500000000.0,16.881666666666664,129484148.0,391,1287,229.15601023017902,-4.76,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007120
000850,화천기공,296200000000.0,2.356666666666667,2200000.0,31300,34983,11.766773162939296,4.8,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000850
036580,팜스코,296500000000.0,1.3816666666666666,36727943.0,6170,1230,-80.06482982171799,9.18,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=036580
033780,케이티앤지,9036900000000.0,12.615000000000002,137292497.0,79900,91549,14.57947434292866,5.07,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=033780
009540,한국조선해양,10906300000000.0,-3.951666666666666,70773116.0,87400,-67140,-176.8192219679634,16.71,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=009540
024090,디씨엠,189000000000.0,10.931666666666667,11700000.0,21700,19470,-10.276497695852536,11.27,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=024090
006840,AK홀딩스,668600000000.0,-6.855,13247561.0,21200,-38144,-279.92452830188677,29.53,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=006840
006650,대한유화,1894100000000.0,8.205,6500000.0,167500,263609,57.37850746268657,2.66,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=006650
035150,백산,121200000000.0,-2.4083333333333337,24200000.0,10200,-1330,-113.0392156862745,24.03,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=035150
035000,지투알,145300000000.0,8.876666666666667,16567409.0,6320,8583,35.80696202531646,0.48,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=035000
033250,체시스,33300000000.0,-11.946666666666667,32000000.0,1025,-1371,-233.7560975609756,13.29,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=033250
033240,자화전자,272500000000.0,-1.26,19762748.0,21800,-1916,-108.78899082568807,32.1,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=033240
030200,케이티,14011400000000.0,4.818333333333333,261111808.0,31700,28507,-10.072555205047319,2.42,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=030200
019490,하이트론씨스템즈,14400000000.0,-91.19166666666666,9611224.0,3550,-15064,-524.338028169014,-3.29,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=019490
030000,제일기획,1007500000000.0,15.586666666666666,115041225.0,22650,15050,-33.554083885209714,9.48,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=030000
026890,스틱인베스트먼트,178500000000.0,9.585,41678175.0,10550,4526,-57.09952606635071,11.51,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=026890
029460,케이씨,592500000000.0,19.871666666666666,13554044.0,19050,95774,402.75065616797895,0.16,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=029460
024890,대원화성,76000000000.0,1.411666666666667,41249152.0,3165,287,-90.93206951026856,57.63,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=024890
017940,E1,1184700000000.0,2.4583333333333335,6860000.0,46950,46808,-0.30244941427050054,11.63,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=017940
018670,SK가스,1898700000000.0,11.388333333333335,9230244.0,119500,258283,116.13640167364017,7.33,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=018670
023590,다우기술,1587800000000.0,15.928333333333335,44866617.0,21000,62149,195.94761904761904,-16.55,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=023590
014440,영보화학,147500000000.0,2.8350000000000004,20000000.0,3995,2305,-42.30287859824781,4.34,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=014440
011790,SKC,1808100000000.0,3.7399999999999998,37868298.0,135500,19688,-85.47011070110702,18.84,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011790
010600,웰바이오텍,19000000000.0,-82.70333333333333,58677244.0,1540,-2953,-291.75324675324674,-12.49,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=010600
025890,한국주강,30000000000.0,-17.150000000000002,11309259.0,4370,-5016,-214.7826086956522,35.47,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025890
024900,덕양산업,44400000000.0,-13.021666666666667,32564980.0,3400,-1957,-157.55882352941177,7.02,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=024900
023960,에쓰씨엔지니어링,19700000000.0,-3.1916666666666664,31121109.0,2440,-223,-109.13934426229508,122.35,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=023960
023800,인지컨트롤스,176500000000.0,-2.1149999999999998,15333213.0,12950,-2684,-120.72586872586872,15.55,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=023800
012320,경동인베스트,421900000000.0,3.8366666666666664,2365023.0,34400,75461,119.36337209302326,1.69,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=012320
025530,에스제이엠홀딩스,147100000000.0,2.4683333333333333,14934008.0,3450,2681,-22.28985507246377,-0.92,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025530
031820,콤텍시스템,95200000000.0,0.0,121051466.0,913,0,-100.0,24.47,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=031820
000660,SK하이닉스,51888500000000.0,12.596666666666666,728002365.0,123000,98989,-19.521138211382112,6.59,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000660
023150,MH에탄올,61400000000.0,5.296666666666667,7378526.0,9200,4860,-47.17391304347826,9.45,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=023150
005320,국동,89700000000.0,9.046666666666667,55208808.0,2270,1621,-28.590308370044053,3.43,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005320
023450,동남합성,49000000000.0,18.525000000000002,3610000.0,61400,27723,-54.8485342019544,12.48,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=023450
028050,삼성엔지니어링,1600700000000.0,18.836666666666666,196000000.0,22850,16961,-25.77242888402626,9.51,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=028050
029530,신도리코,848500000000.0,0.44999999999999996,10080029.0,32000,4176,-86.95,-374.57,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=029530
015360,예스코홀딩스,475700000000.0,-6.498333333333334,6000000.0,35750,-56804,-258.8923076923077,8.64,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=015360
016800,퍼시스,460900000000.0,8.268333333333333,11500000.0,35600,36536,2.629213483146067,7.06,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=016800
024070,WISCOM,116700000000.0,0.021666666666666706,15326438.0,3025,18,-99.40495867768595,4.16,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=024070
030720,동원수산,48000000000.0,1.651666666666667,4653805.0,9160,1878,-79.49781659388645,-1334.4,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=030720
025560,미래산업,64100000000.0,-12.854999999999999,4452007.0,12800,-20406,-259.421875,26.67,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025560
030210,KTB투자증권,579700000000.0,10.701666666666666,60314092.0,4980,11340,127.71084337349396,10.84,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=030210
012630,HDC,2239100000000.0,13.046666666666667,59741721.0,7510,53912,617.8695073235685,1.82,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=012630
017900,광전자,199800000000.0,-2.748333333333333,57943763.0,2795,-1045,-137.38819320214668,60.73,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=017900
025540,한국단자공업,764200000000.0,6.403333333333332,10415000.0,58200,51802,-10.993127147766323,3.37,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025540
003160,디아이,129800000000.0,3.535,31496785.0,7520,1606,-78.6436170212766,22.29,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003160
011930,신성이엔지,191400000000.0,-1.9749999999999999,205848151.0,1700,-202,-111.88235294117648,13.76,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011930
019180,티에이치엔,67300000000.0,0.8766666666666664,18000000.0,4165,361,-91.33253301320529,8.16,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=019180
018880,한온시스템,2117400000000.0,9.843333333333334,533800000.0,11850,4305,-63.67088607594936,10.74,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=018880
021820,세원정공,445500000000.0,3.16,10000000.0,8090,15521,91.85414091470952,-3.82,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=021820
027970,세하,87800000000.0,26.025000000000002,57562997.0,1485,4377,194.74747474747477,4.43,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=027970
006740,영풍제지,126400000000.0,6.94,22200000.0,10550,4357,-58.70142180094787,16.72,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=006740
000910,유니온,125000000000.0,-3.3699999999999997,15611619.0,7220,-2975,-141.20498614958447,15.1,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000910
020120,키다리스튜디오,27200000000.0,0.22,34709306.0,15200,19,-99.875,84.96,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=020120
020000,한섬,1122100000000.0,7.974999999999999,24630000.0,35200,40058,13.801136363636363,4.13,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=020000
017800,현대엘리베이터,1009500000000.0,6.7799999999999985,40815191.0,37050,18489,-50.097165991902834,7.39,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=017800
016580,환인제약,296100000000.0,8.21,18600070.0,16600,14410,-13.192771084337348,5.97,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=016580
013580,계룡건설산업,553100000000.0,19.06833333333334,8930907.0,34500,130201,277.3942028985507,3.01,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=013580
021050,서원,100600000000.0,-0.425,47474590.0,1945,-99,-105.08997429305913,17.43,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=021050
012750,에스원,1384200000000.0,10.403333333333334,37999178.0,69000,41782,-39.446376811594206,6.65,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=012750
015890,태경산업,232900000000.0,4.735,29228750.0,6820,4160,-39.002932551319645,5.77,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=015890
016590,신대양제지,454700000000.0,13.745,4029782.0,93000,170994,83.86451612903227,3.41,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=016590
011690,와이투솔루션,31900000000.0,-43.14833333333333,159235637.0,2440,-953,-139.05737704918033,-53.95,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011690
025860,남해화학,452900000000.0,4.4,49678843.0,9780,4423,-54.77505112474438,8.35,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025860
018500,동원금속,32000000000.0,-22.615000000000006,46754933.0,877,-1707,-294.64082098061573,6.11,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=018500
011300,성안,55600000000.0,-25.78333333333333,56857860.0,787,-2780,-453.2401524777637,-21.78,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011300
011200,HMM,1687400000000.0,-27.659999999999997,489039496.0,29900,-10523,-135.19397993311037,12.5,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011200
012610,경인양행,208800000000.0,1.1983333333333335,41576365.0,6210,664,-89.30756843800322,18.67,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=012610
017810,풀무원,450100000000.0,3.4416666666666664,38120542.0,16100,4480,-72.17391304347827,6.98,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=017810
017390,서울도시가스,1030500000000.0,8.333333333333334,5000000.0,188500,189361,0.45676392572944297,8.37,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=017390
025820,이구산업,102300000000.0,-0.565,33442000.0,4550,-191,-104.19780219780219,24.47,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025820
011090,에넥스,45300000000.0,-10.705,59991641.0,1655,-891,-153.8368580060423,-24.34,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=011090
007460,에이프로젠 MED,319100000000.0,-12.549999999999999,201717603.0,1460,-2189,-249.9315068493151,17.24,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007460
025620,제이준코스메틱,61000000000.0,-56.40333333333333,74422604.0,944,-5097,-639.9364406779661,-8.28,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025620
017960,한국카본,380500000000.0,10.026666666666669,43960757.0,11450,9568,-16.436681222707424,4.76,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=017960
025000,KPX케미칼,523500000000.0,9.833333333333332,4840000.0,52800,117264,122.0909090909091,1.33,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025000
010580,지코,11400000000.0,-45.88,65497372.0,1530,-880,-157.51633986928104,-59.81,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=010580
007980,태평양물산,167900000000.0,-0.045000000000000075,48149587.0,2360,-17,-100.72033898305084,25.1,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007980
009440,KC그린홀딩스,142400000000.0,-8.686666666666666,22434980.0,4030,-6079,-250.8436724565757,-10.85,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=009440
008420,문배철강,119100000000.0,5.2316666666666665,20503505.0,4180,3351,-19.832535885167466,34.26,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=008420
016880,웅진,38800000000.0,-62.875,79927080.0,1830,-3365,-283.879781420765,4.46,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=016880
007310,오뚜기,1401400000000.0,8.873333333333333,3671981.0,437500,373372,-14.657828571428572,5.54,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007310
008500,일정실업,25500000000.0,-22.63,1200000.0,29900,-53020,-277.32441471571906,-8.56,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=008500
