stock_no, com_name, owner_capital, roe_3yr, stock_count, stock_current_price, stock_value_price,expected_rise_percent, url, evevitda
405350,IBKS제17호스팩,0,0.0,2720000.0,2240,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=405350,0
211050,인카금융서비스,25100000000.0,58.03,5137980.0,13000,31256,140.43076923076922,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=211050,2.76
137080,나래나노텍,45900000000.0,4.95,11059422.0,13300,2265,-82.96992481203007,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=137080,23.53
136410,아셈스,27700000000.0,10.62,11019106.0,11550,2943,-74.51948051948052,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=136410,21.62
276040,스코넥,-1800000000.0,74.13,12072009.0,22500,-1219,-105.41777777777779,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=276040,-82.9
377330,이지트로닉스,19600000000.0,17.606666666666666,7965454.0,19150,4777,-75.05483028720626,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=377330,47.5
179530,애드바이오텍,9300000000.0,0.0,9140444.0,5000,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=179530,-61.46
102370,케이옥션,24300000000.0,-1.9733333333333334,8909420.0,24000,-593,-102.47083333333333,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=102370,90.74
404950,디비금융스팩10호,0,0.0,5840000.0,2110,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=404950,0
353590,오토앤,4500000000.0,146.73,12875570.0,13700,5654,-58.72992700729927,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=353590,30.27
200350,래몽래인,23700000000.0,28.451666666666668,6248519.0,19900,11898,-40.211055276381906,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=200350,30.15
400560,하나금융20호스팩,0,0.0,3050000.0,2285,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=400560,0
396770,엔에이치스팩22호,0,0.0,6440000.0,2110,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=396770,0
397880,교보11호스팩,8600000000.0,0.0,4440000.0,2115,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=397880,-219.85
400840,하이제7호스팩,0,0.0,5120000.0,2105,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=400840,0
298870,케이티비네트워크,152000000000.0,19.005,100000000.0,4255,3185,-25.146886016451237,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=298870,9.66
199800,툴젠,27000000000.0,-49.221666666666664,7852427.0,60100,-18660,-131.04825291181362,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=199800,-31.82
397500,대신밸런스제11호스팩,0,0.0,7610000.0,2110,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=397500,0
377480,마인즈랩,-54700000000.0,44.31,6079208.0,20300,-43958,-316.5418719211823,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=377480,-64.0
361570,알비더블유,29800000000.0,64.15666666666667,7930590.0,19150,26579,38.793733681462136,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=361570,13.31
222160,바이옵트로,5500000000.0,16.163333333333338,8143866.0,8800,1204,-86.31818181818181,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=222160,24.81
290090,트윔,45900000000.0,-0.5083333333333329,7316951.0,19500,-352,-101.80512820512821,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=290090,38.45
372800,아이티아이즈,6500000000.0,64.81,5776980.0,14250,8040,-43.57894736842105,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=372800,23.02
311320,지오엘리먼트,21400000000.0,11.663333333333332,6193410.0,23100,4443,-80.76623376623377,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=311320,38.05
376300,디어유,-2300000000.0,174.08,21977166.0,48000,-2009,-104.18541666666667,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=376300,18798.89
357880,비트나인,-4100000000.0,89.77,10353956.0,16100,-3919,-124.34161490683229,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=357880,-637.47
389030,지니너스,-11200000000.0,136.14,10869315.0,10700,-15467,-244.5514018691589,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=389030,-35.97
376180,피코그램,11600000000.0,18.48,3132083.0,16850,7546,-55.21661721068249,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=376180,16.1
348370,엔켐,119700000000.0,-4.923333333333333,15213235.0,93500,-4271,-104.56791443850268,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=348370,90.18
377450,리파인,36000000000.0,0.0,17330000.0,12850,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=377450,9.15
382800,지앤비에스엔지니어링,21000000000.0,20.430000000000003,7164618.0,19100,6602,-65.43455497382199,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=382800,18.63
114840,아이패밀리에스씨,15100000000.0,71.86833333333333,4120276.0,26800,29039,8.354477611940299,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=114840,8.07
261780,차백신연구소,1600000000.0,0.0,26429162.0,7840,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=261780,-49.15
382480,지아이텍,19800000000.0,21.588333333333335,7871428.0,20950,5987,-71.42243436754177,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=382480,23.86
391710,엔에이치스팩21호,0,0.0,7460000.0,2305,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=391710,0
376290,씨유테크,62400000000.0,29.69666666666667,17657500.0,7250,11571,59.599999999999994,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=376290,5.25
159010,아스플로,26700000000.0,27.951666666666668,4444913.0,20650,18512,-10.353510895883778,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=159010,16.71
382840,원준,25500000000.0,18.96,5020191.0,99900,10618,-89.37137137137137,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=382840,3538.22
388220,하나금융19호스팩,0,0.0,6310000.0,2115,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=388220,0
391060,엔에이치스팩20호,0,0.0,25500000.0,2075,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=391060,0
257720,실리콘투,35600000000.0,21.37,10024764.0,18050,8367,-53.64542936288088,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=257720,19.53
260970,에스앤디,33800000000.0,22.051666666666666,4059420.0,18100,20244,11.845303867403315,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=260970,5.2
377220,프롬바이오,23600000000.0,8.51666666666667,14155000.0,8320,1566,-81.17788461538461,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=377220,4.99
099430,바이오플러스,28500000000.0,42.76666666666667,14363528.0,25700,9356,-63.59533073929961,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=099430,26.77
393360,신한제8호스팩,0,0.0,7350000.0,2115,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=393360,0
387310,대신밸런스제10호스팩,0,0.0,5460000.0,2170,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=387310,0
388800,유진스팩7호,0,0.0,5010000.0,2120,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=388800,0
273640,와이엠텍,25600000000.0,15.016666666666666,5483000.0,33900,7730,-77.1976401179941,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=273640,34.2
203400,에이비온,-20000000000.0,67.47,18770237.0,10350,-7926,-176.57971014492753,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=203400,-20.51
388790,IBKS제16호스팩,0,0.0,3410000.0,2150,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=388790,0
308080,바이젠셀,-34100000000.0,154.34,9442220.0,26450,-61454,-332.34026465028353,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=308080,-38.92
099390,브레인즈컴퍼니,23900000000.0,13.189999999999998,4108796.0,24400,8459,-65.33196721311475,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=099390,23.53
315640,딥노이드,-2300000000.0,102.17333333333333,9277746.0,13100,-2793,-121.3206106870229,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=315640,-25.76
058970,엠로,14000000000.0,0.0,10852120.0,17400,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=058970,20.8
367000,플래티어,8400000000.0,39.6,8269707.0,17100,4435,-74.06432748538012,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=367000,32.77
376980,원티드랩,-29400000000.0,36.8,9406136.0,32800,-12682,-138.66463414634148,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=376980,-84.42
195940,HK이노엔,743200000000.0,3.83,28904499.0,44100,10858,-75.37868480725623,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=195940,16.42
386580,한화플러스제2호스팩,0,0.0,4160000.0,2280,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=386580,0
270660,에브리봇,17000000000.0,8.935,6095671.0,41950,2747,-93.45172824791418,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=270660,19.17
377030,맥스트,15500000000.0,56.703333333333326,8553491.0,44150,11329,-74.33975084937713,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=377030,-111.75
365270,큐라클,6700000000.0,711.84,13687468.0,13200,38417,191.03787878787878,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=365270,-23.33
352910,오비고,200000000.0,33.306666666666665,11450818.0,14600,64,-99.56164383561644,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=352910,-490.06
357580,아모센스,13100000000.0,-51.035,11200076.0,17700,-6581,-137.18079096045196,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=357580,-28.27
303530,이노뎁,20900000000.0,18.405,7338341.0,19700,5779,-70.66497461928934,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=303530,19.25
232680,라온테크,4500000000.0,-1.9083333333333317,4935705.0,38550,-192,-100.49805447470817,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=232680,122.95
380320,삼성머스트스팩5호,0,0.0,4810000.0,3000,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=380320,0
376190,엘비루셈,114900000000.0,16.77,24600000.0,10700,8636,-19.289719626168225,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=376190,7.02
187660,에이디엠코리아,33600000000.0,15.716666666666669,21836250.0,5480,2666,-51.35036496350365,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=187660,32.07
383310,에코프로에이치엔,0,0.0,15304932.0,58400,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=383310,0
276730,제주맥주,33900000000.0,0.0,56686211.0,3180,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=276730,-90.8
363250,진시스템,12300000000.0,1170.34,6879180.0,9850,230714,2242.2741116751267,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=363250,17.6
377630,삼성스팩4호,7700000000.0,0.0,4020000.0,4075,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=377630,-427.46
361670,삼영에스앤씨,14400000000.0,7.233333333333333,5667658.0,9440,2026,-78.53813559322033,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=361670,45.17
252990,샘씨엔에스,24500000000.0,13.014999999999999,50153846.0,6560,701,-89.3140243902439,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=252990,30.15
352480,씨앤씨인터내셔널,40400000000.0,26.28,10013941.0,22850,11689,-48.84463894967177,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=352480,15.07
357230,에이치피오,61500000000.0,30.02,19938160.0,12850,10209,-20.55252918287938,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=357230,8.69
377400,하이제6호스팩,0,0.0,5407500.0,2115,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=377400,0
294570,쿠콘,66300000000.0,32.556666666666665,10091685.0,50100,23582,-52.93013972055888,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=294570,30.77
351330,이삭엔지니어링,17900000000.0,28.03333333333333,8288520.0,11800,6675,-43.43220338983051,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=351330,15.8
059270,해성티피씨,18900000000.0,-5.484999999999999,9460000.0,7800,-1208,-115.48717948717947,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=059270,129.59
373340,유진스팩6호,0,0.0,3020000.0,2200,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=373340,0
367480,유안타제8호스팩,0,0.0,6490000.0,2105,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=367480,0
333620,엔시스,14900000000.0,0.0,10556344.0,19100,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=333620,25.96
289220,자이언트스텝,14800000000.0,-22.645,21834054.0,47600,-1692,-103.55462184873949,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=289220,987.51
361390,제노코,8200000000.0,8.165,7500789.0,26800,984,-96.32835820895522,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=361390,57.64
347700,라이프시맨틱스,2200000000.0,1015.5033333333332,10119770.0,8570,24340,184.0140023337223,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=347700,-30.12
314930,바이오다인,7000000000.0,-63.04333333333333,6168195.0,28950,-7888,-127.24697754749567,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=314930,-300.72
367360,DB금융스팩9호,900000000.0,0.0,4840000.0,2105,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=367360,-735.94
950220,네오이뮨텍,84200000000.0,-25.863333333333333,98741510.0,7010,-2432,-134.69329529243936,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=950220,-20.6
356890,싸이버원,12900000000.0,17.483333333333334,4740630.0,12900,5245,-59.34108527131783,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=356890,20.32
334970,프레스티지바이오로직스,-1400000000.0,8572.31,47206389.0,7360,-28030,-480.84239130434787,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=334970,-19.02
247660,나노씨엠에스,6300000000.0,-56.916666666666664,4288920.0,49100,-9218,-118.77393075356414,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=247660,-11097.83
372290,하나머스트7호스팩,900000000.0,0.0,4304000.0,2165,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=372290,-2524.34
338220,뷰노,-3600000000.0,-655.765,11248656.0,10150,23139,127.9704433497537,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=338220,-13.09
373200,하인크코리아,5200000000.0,0.0,17647000.0,2170,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=373200,0
340930,유일에너테크,20300000000.0,79.12666666666667,10674744.0,21050,16590,-21.187648456057005,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=340930,28.4
189330,씨이랩,3100000000.0,13.784999999999998,6027284.0,23600,782,-96.6864406779661,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=189330,110.55
322310,오로스테크놀로지,20200000000.0,27.201666666666668,9366542.0,21750,6468,-70.26206896551724,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=322310,73.9
239890,피엔에이치테크,6100000000.0,128.8733333333333,9206632.0,27300,9414,-65.51648351648352,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=239890,-499.18
363260,하나금융17호스팩,900000000.0,0.0,6810000.0,2130,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=363260,-676.9
262840,아이퀘스트,20100000000.0,27.98,9860000.0,9030,6289,-30.35437430786268,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=262840,13.02
366330,신한제7호스팩,800000000.0,0.0,4550000.0,2115,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=366330,-440.68
277810,레인보우로보틱스,6600000000.0,-32.43333333333334,16135214.0,23350,-1463,-106.26552462526766,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=277810,-437.03
321820,와이더플래닛,-1700000000.0,-741.87,6901482.0,14600,20148,38.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=321820,-42.66
163730,핑거,17200000000.0,28.146666666666665,9239014.0,19400,5777,-70.22164948453609,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=163730,38.25
348030,모비릭스,35000000000.0,29.713333333333328,9603800.0,17450,11939,-31.58166189111748,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=348030,13.65
352700,씨앤투스성진,73400000000.0,25.01666666666667,28276899.0,5390,7160,32.83858998144712,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=352700,1.56
086710,선진뷰티사이언스,31000000000.0,10.953333333333333,6115650.0,20250,6122,-69.7679012345679,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=086710,21.23
236810,엔비티,19200000000.0,24.453333333333333,8487713.0,19250,6099,-68.31688311688312,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=236810,-745.89
368770,한국9호스팩,800000000.0,0.0,4810000.0,3100,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=368770,-1243.87
367460,유안타제7호스팩,9800000000.0,0.0,5500000.0,2125,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=367460,-388.5
369370,블리츠웨이,6400000000.0,25.778333333333336,35615566.0,5710,511,-91.0507880910683,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=369370,0
357550,석경에이티,20800000000.0,8.32,5455000.0,14900,3498,-76.52348993288591,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=357550,37.68
314130,지놈앤컴퍼니,111700000000.0,-84.89,14066271.0,28400,-74323,-361.7007042253521,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=314130,-11.59
335810,프리시젼바이오,37200000000.0,-144.47166666666666,11386060.0,9100,-52041,-671.8791208791208,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=335810,-85.12
347860,알체라,27700000000.0,-106.60000000000001,13950944.0,25800,-23336,-190.44961240310076,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=347860,-72.92
365590,엔에이치스팩18호,8100000000.0,0.0,4600000.0,2080,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=365590,-331.78
064850,에프앤가이드,49400000000.0,11.25,12080000.0,9250,5072,-45.167567567567566,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=064850,17.26
353060,에이치엠씨제5호스팩,10100000000.0,0.0,5115000.0,2120,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=353060,-620.42
356860,티엘비,71000000000.0,0.0,4916315.0,33050,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=356860,7.47
352940,인바이오,37000000000.0,-5.705000000000001,10867730.0,7200,-2141,-129.73611111111111,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=352940,12.66
354200,엔젠바이오,41400000000.0,-589.5966666666667,12430912.0,12000,-216494,-1904.1166666666666,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=354200,-20.98
367340,DB금융스팩8호,10900000000.0,0.0,6050000.0,2110,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=367340,-427.55
317690,퀀타매트릭스,57400000000.0,365.9933333333333,16479411.0,8410,140552,1571.2485136741973,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=317690,-6.67
352770,클리노믹스,39900000000.0,-79.16000000000001,13470141.0,11150,-25852,-331.8565022421525,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=352770,-11.65
318020,포인트모바일,51200000000.0,-9.728333333333332,12662272.0,19300,-4337,-122.47150259067357,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=318020,55.01
129890,앱코,79700000000.0,41.593333333333334,9833482.0,16200,37168,129.4320987654321,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=129890,6.09
265740,엔에프씨,50400000000.0,18.106666666666666,8931800.0,13400,11265,-15.932835820895521,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=265740,21.68
199820,제일전기공업,103100000000.0,21.370000000000005,11110000.0,14650,21865,49.24914675767918,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=199820,6.89
299030,하나기술,53500000000.0,-46.07333333333333,7473170.0,61300,-36366,-159.32463295269167,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=299030,-156.44
340570,티앤엘,72000000000.0,20.76,8128000.0,40750,20275,-50.24539877300613,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=340570,27.38
348150,고바이오랩,55400000000.0,-4111.223333333333,16270559.0,17300,-1543374,-9021.236994219653,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=348150,-19.0
330860,네패스아크,148100000000.0,-39.12,12184045.0,44000,-52427,-219.15227272727273,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=330860,14.27
290690,소룩스,43000000000.0,20.939999999999998,8256843.0,12150,12023,-1.045267489711934,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=290690,14.4
348350,위드텍,88400000000.0,16.906666666666666,10183600.0,18000,16181,-10.105555555555554,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=348350,12.77
347000,센코,31000000000.0,-6.903333333333333,8251244.0,14200,-2860,-120.14084507042253,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=347000,61.69
301300,바이브컴퍼니,31800000000.0,0.0,5540890.0,42250,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=301300,-88.88
214610,미코바이오메드,56000000000.0,-158.39333333333335,18296767.0,7490,-53449,-813.6048064085447,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=214610,22.78
304840,피플바이오,8800000000.0,-87.47499999999998,11244940.0,11900,-7547,-163.4201680672269,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=304840,-29.2
348210,넥스틴,45900000000.0,-3.58,9682380.0,57600,-1871,-103.24826388888889,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=348210,25.61
053080,원방테크,134600000000.0,12.693333333333333,12999807.0,12350,14490,17.327935222672064,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=053080,5.7
126340,비나텍,43400000000.0,14.83,5213207.0,38550,13612,-64.69001297016861,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=126340,23.57
359090,씨엔알리서치,-100000000.0,0.0,52998639.0,1910,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=359090,20.57
323990,박셀바이오,34700000000.0,14.61,15223000.0,37200,3672,-90.12903225806451,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=323990,-134.59
318410,비비씨,66500000000.0,17.838333333333335,5555243.0,12600,23543,86.84920634920636,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=318410,3.69
355150,교보10호기업인수목적,8900000000.0,-0.15,5320000.0,2120,-28,-101.32075471698114,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=355150,-229.4
347770,핌스,47800000000.0,30.16333333333333,7575065.0,25250,20985,-16.891089108910894,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=347770,26.56
291650,압타머사이언스,35200000000.0,29.39166666666667,8466126.0,12850,13473,4.848249027237355,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=291650,-20.71
294090,이오플로우,24800000000.0,-157.57666666666668,30091064.0,21300,-14319,-167.22535211267606,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=294090,-52.53
293490,카카오게임즈,1002700000000.0,7.973333333333334,77696786.0,75600,11345,-84.99338624338625,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=293490,60.26
347740,피엔케이피부임상연구센타,55600000000.0,21.811666666666667,7502644.0,18450,17821,-3.409214092140921,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=347740,11.11
353490,미래에셋대우스팩 5호,9700000000.0,0.0,5060000.0,2125,0,-100.0,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=353490,-183.37
332370,아이디피,37200000000.0,9.596666666666666,6636863.0,7850,5931,-24.445859872611464,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=332370,11.29
331920,셀레믹스,29400000000.0,-27.31,8164148.0,11150,-10843,-197.24663677130044,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=331920,-15.67
950190,미투젠,108300000000.0,65.82333333333334,13579892.0,18300,57877,216.26775956284155,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=950190,3.17
337930,브랜드엑스코퍼레이션,62900000000.0,40.10666666666667,29572416.0,8320,9405,13.040865384615385,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=337930,20.42
060850,영림원소프트랩,33700000000.0,35.153333333333336,8131000.0,10100,16064,59.04950495049505,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=060850,12.9
032300,한국파마,46500000000.0,15.051666666666668,10906701.0,35500,7075,-80.07042253521128,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=032300,56.02
