N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
764,팬엔터테인먼트,"4,705",70,+1.51%,500,"248,333","4,640","4,795","4,590","4,705","4,710","1,172","94,886","12,850","9,026","27,248",1.04,"1,282",247,"1,031",351,25,-38.52,18,139,N/A,128.62,33.85,3.11,1.99,1.78,205.0
765,경남스틸,"4,745",400,+9.21%,100,"19,574,011","4,550","5,230","4,550","4,740","4,745","95,747","8,408,934","29,470","58,019","26,980",5.16,"1,280","3,423","1,620",693,69,15.05,61,245,100,30.94,19.37,6.78,4.08,1.28,"3,593.7"
766,캠시스,"1,730",25,-1.42%,500,"203,376","1,735","1,755","1,720","1,725","1,730",352,"309,541","90,572","14,934","73,824",1.64,"1,277","8,669","3,291","2,076",114,26.59,-102,-450,0,-28.81,-3.84,-13.99,-2.69,1.39,151.1
767,대원,"9,490",10,+0.11%,500,"14,210","9,550","9,550","9,300","9,480","9,490",133,"29,832",498,"3,274","13,446",0.62,"1,276","2,101","5,205","2,233",34,-10.25,-101,480,250,-75.71,19.77,-3.71,-1.94,0.41,"4,577.7"
768,희림,"9,150",550,-5.67%,500,"2,112,044","9,560","9,610","9,030","9,150","9,160","19,618","8,430,518","42,450","9,476","13,922",0.37,"1,274","2,039","1,679","1,091",91,14.17,47,415,150,26.41,22.05,8.97,2.88,2.04,845.3
769,엘앤케이바이오,"9,500",430,+4.74%,500,"355,054","9,990","10,100","9,190","9,450","9,500","3,431","60,624","2,137","9,259","13,393",4.19,"1,272",194,590,272,-37,-27.16,-117,"-1,277",N/A,59.96,-7.44,-40.29,-17.91,4.56,319.4
770,씨유테크,"7,190",60,-0.83%,500,"161,599","7,220","7,400","7,070","7,180","7,190","1,165","155,644","8,681","11,173","17,658",0.49,"1,270","2,217",933,308,160,-31.21,106,N/A,370,-34.39,N/A,18.64,11.01,N/A,811.5
771,메카로,"12,450",250,-1.97%,500,"4,514","12,600","12,700","12,250","12,450","12,500",56,"3,056","5,102","6,515","10,193",0.00,"1,269",727,"1,555",173,1,0.34,-35,416,0,-98.28,29.93,-1.18,-2.20,0.84,"2,656.0"
772,모바일어플라이언스,"3,885",15,-0.38%,500,"154,507","3,865","3,920","3,840","3,880","3,885",597,"177,610","23,172","9,346","32,462",1.87,"1,261",416,755,343,26,-7.04,25,75,N/A,439.23,51.80,7.31,4.03,2.91,148.8
773,파나진,"3,920",140,-3.45%,500,"26,100","3,990","4,055","3,895","3,915","3,920",103,"59,660","4,786","2,502","32,137",1.17,"1,260",163,272,22,51,104.61,49,180,N/A,947.01,21.78,21.72,20.06,4.26,55.3
774,씨엠에스에듀,"6,760",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"18,635",0.20,"1,260",843,"1,008",582,71,2.69,62,485,260,-25.50,13.94,15.25,6.11,2.86,345.4
775,한스바이오메드,"12,450",50,-0.40%,500,"34,276","12,500","12,500","12,300","12,400","12,450",424,"40,031","14,582","10,070","10,103",1.92,"1,258",591,"1,294",819,-198,-26.22,-221,"-2,214",N/A,-480.41,-5.62,-34.91,-16.94,2.91,820.1
776,오상자이엘,"7,050",60,-0.84%,500,"114,572","7,050","7,160","6,940","7,020","7,050",803,"90,944","17,361","6,126","17,748",0.62,"1,251",690,"1,014",392,-58,-7.07,231,258,N/A,-124.31,27.33,46.13,26.31,1.85,545.6
777,아셈스,"11,350",200,-1.73%,500,"1,340,487","11,650","11,900","11,300","11,350","11,400","15,608","1,746,053","55,950","61,953","11,019",0.43,"1,251",340,578,288,48,-0.19,11,85,0,4.94,133.53,3.36,1.84,3.01,434.1
778,대명소노시즌,"1,240",5,+0.40%,500,"1,153,063","1,230","1,320","1,230","1,240","1,245","1,463","300,834","138,538","87,072","100,800",1.89,"1,250","1,294","2,287",678,-59,-35.73,-42,-229,0,-318.43,-5.41,-2.56,-1.77,0.86,223.1
779,래몽래인,"20,000",100,+0.50%,500,"204,712","19,600","20,800","19,600","19,950","20,000","4,144","1,036,870","11,851","2,748","6,249",0.33,"1,250",347,275,38,37,73.24,32,691,0,186.02,28.94,19.14,14.29,3.86,836.9
780,위지트,"1,305",45,-3.33%,500,"1,619,389","1,325","1,330","1,285","1,300","1,305","2,106","2,943,859","287,878","344,018","95,639",1.83,"1,248",301,"1,154",242,-14,-5.06,78,247,0,-34.27,5.28,10.29,7.09,1.11,91.9
781,줌인터넷,"4,625",45,-0.96%,100,"220,865","4,640","4,690","4,540","4,610","4,625","1,015","850,082","4,136","9,437","26,980",0.29,"1,248",238,423,113,8,-3.51,8,152,0,-13.72,30.43,4.49,2.03,4.03,992.0
782,코렌텍,"10,500",350,-3.23%,500,"26,598","10,500","10,850","10,350","10,450","10,500",279,"18,728","11,289","4,128","11,830",1.44,"1,242",405,961,497,40,0.76,16,154,0,21.60,68.18,4.12,1.98,2.51,655.2
783,티비씨,"1,240",10,-0.80%,500,"1,418,665","1,260","1,300","1,230","1,240","1,245","1,795","1,572,817","122,259","117,080","100,000",0.00,"1,240",353,"1,196",63,29,-28.39,38,63,10,-44.45,19.68,3.36,3.12,1.01,134.4
784,대원산업,"6,180",80,-1.28%,500,"23,711","6,250","6,250","6,130","6,150","6,180",146,"42,584","16,963","2,174","20,038",12.60,"1,238","6,426","5,089","1,766",281,-2.77,181,"1,956",125,6.78,3.16,5.61,3.64,0.35,"3,202.3"
785,하츠,"9,670",280,+2.98%,500,"214,542","9,410","9,750","9,370","9,670","9,680","2,056","169,941","7,709","9,299","12,800",2.37,"1,238","1,251","1,041",165,79,11.37,60,650,80,217.80,14.88,7.03,5.95,1.24,"1,314.9"
786,정상제이엘에스,"7,890",110,+1.41%,500,"87,914","7,790","7,960","7,740","7,870","7,890",694,"34,701","10,070","20,966","15,678",5.91,"1,237",854,997,356,88,-8.74,67,792,430,-34.49,9.96,10.48,6.38,1.70,778.2
787,시공테크,"6,170",10,+0.16%,500,"29,736","6,160","6,200","6,070","6,170","6,180",182,"51,941","5,721","10,187","20,048",1.13,"1,237","1,037","1,553",425,48,-13.41,52,132,70,-39.77,46.74,4.74,3.37,1.06,"1,019.5"
788,피제이전자,"8,230",180,-2.14%,500,"56,070","8,470","8,470","8,100","8,220","8,230",459,"17,910","4,703","1,108","15,000",1.48,"1,234","1,042","1,453",358,56,4.93,50,574,100,-5.29,14.34,4.58,3.50,1.07,"1,358.5"
789,아이비김영,"2,740",75,-2.66%,100,"352,001","2,805","2,810","2,720","2,735","2,740",967,"1,410,697","60,643","27,207","44,947",0.08,"1,232",599,595,310,41,9.49,-8,153,0,-44.62,17.91,-2.51,-1.50,3.43,659.8
790,제놀루션,"12,850",100,+0.78%,500,"25,252","12,700","12,850","12,550","12,850","12,900",322,"43,264","11,210","5,881","9,567",0.00,"1,229",853,838,225,540,"2,059.23",320,"4,451",350,"36,408.40",2.89,100.25,65.94,1.46,"2,437.8"
791,베노홀딩스,"4,495",105,-2.28%,500,"36,064","4,595","4,600","4,465","4,495","4,500",163,"37,051","5,704","3,774","27,334",0.00,"1,229",94,738,233,8,-41.05,-129,616,0,-70.09,7.30,-30.62,-21.85,1.58,368.3
792,덕우전자,"7,710",190,-2.41%,500,"147,482","7,880","7,900","7,670","7,710","7,720","1,141","144,132","24,675","8,262","15,930",0.89,"1,228","1,534","1,626",659,116,18.54,102,191,140,-6.13,40.37,10.98,7.22,1.23,"1,097.8"
793,디에이치피코리아,"7,410",10,-0.13%,500,"16,783","7,450","7,450","7,320","7,400","7,410",123,"24,427","4,353","12,214","16,565",4.05,"1,227",608,"1,299",110,155,0.64,144,565,100,2.10,13.12,12.71,11.58,0.96,"1,372.8"
794,유비벨록스,"17,250",100,+0.58%,500,"113,994","17,350","17,850","17,200","17,250","17,300","1,992","59,651","9,875","11,759","7,116",3.21,"1,227","2,860","3,176","1,234",171,2.37,126,"1,631",N/A,120.36,10.58,9.15,4.13,1.43,"2,278.3"
795,네오셈,"3,250",20,-0.61%,100,"95,333","3,270","3,270","3,190","3,225","3,250",306,"87,716","31,871","4,005","37,678",0.00,"1,225",486,640,208,120,78.65,81,-60,20,460.20,-54.17,20.01,12.60,2.72,"1,140.1"
796,코스맥스엔비티,"5,920",0,0.00%,500,"26,250","5,960","5,980","5,780","5,900","5,920",153,"56,379","3,977","6,344","20,628",2.05,"1,221","2,668","3,050","2,452",-23,37.33,-117,-523,N/A,76.57,-11.32,-18.89,-3.96,2.15,498.1
797,유에스티,"5,150",10,+0.19%,100,"47,144","5,180","5,270","5,070","5,140","5,150",244,"62,966","2,900","11,559","23,700",0.61,"1,221",507,685,173,56,-3.12,48,312,N/A,48.16,16.51,9.89,7.46,2.12,"2,068.8"
798,엘컴텍,"1,445",5,+0.35%,500,"1,718,555","1,445","1,480","1,440","1,445","1,450","2,506","2,687,674","392,535","230,468","84,448",0.35,"1,220",362,648,101,-42,-21.59,-161,-21,N/A,-220.70,-68.81,-16.97,-21.75,1.95,75.8
799,마인즈랩,"20,050",250,-1.23%,500,"61,878","20,350","20,350","19,650","20,000","20,050","1,233","44,577","8,842","4,214","6,079",4.94,"1,219",113,226,772,-41,6.27,-204,N/A,0,41.89,N/A,44.31,-81.57,N/A,"-3,815.1"
800,지니너스,"11,200",500,+4.67%,500,"348,949","10,650","11,950","10,650","11,100","11,200","3,985","30,569","10,331","5,512","10,869",0.19,"1,217",38,304,416,-38,175.81,-92,N/A,0,-165.36,N/A,136.14,-42.19,N/A,-472.7
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
801,홈캐스트,"3,465",0,0.00%,500,"40,454","3,500","3,500","3,350","3,445","3,465",138,"82,121","7,212","3,787","35,038",5.03,"1,214",407,947,125,-20,-23.01,-46,-32,0,77.07,-108.28,-2.49,-4.85,1.65,319.7
802,창해에탄올,"13,200",0,0.00%,500,"11,265","13,250","13,250","13,150","13,200","13,250",149,"28,879","12,736","12,938","9,191",3.75,"1,213","1,147","1,958",620,194,-38.78,134,"1,193",600,324.83,11.06,10.19,6.90,0.75,"3,059.9"
803,빅솔론,"6,300",90,-1.41%,500,"27,948","6,370","6,430","6,230","6,290","6,300",176,"71,044","14,216","3,398","19,239",13.70,"1,212",745,"1,648",169,41,-12.24,56,"1,015",150,-56.35,6.21,3.80,3.40,0.62,"1,632.3"
804,휴센텍,"1,505",0,0.00%,100,0,0,0,0,0,0,0,0,0,0,"80,294",1.71,"1,208",184,323,118,3,3.44,-30,-319,0,108.56,-4.72,-16.44,-10.91,3.07,679.9
805,블루베리 NFT,"3,735",15,-0.40%,500,"378,865","3,665","3,740","3,600","3,715","3,735","1,390","680,973","6,380","17,394","32,344",2.06,"1,208",130,655,194,-8,-65.25,-267,-394,0,64.16,-9.48,-58.75,-25.94,1.71,384.1
806,BNGT,"4,075",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"29,534",0.75,"1,204",546,417,190,-15,6.02,-66,83,0,55.75,49.10,-29.09,-15.78,2.83,162.1
807,티플랙스,"4,950",110,-2.17%,500,"5,521,728","5,150","5,240","4,910","4,945","4,950","28,074","5,691,040","129,102","34,464","24,268",3.37,"1,201","1,326","1,491",478,48,1.07,38,413,25,21.34,11.99,3.81,2.52,1.10,523.6
808,고려신용정보,"8,400",300,+3.70%,500,"43,640","8,180","8,430","8,090","8,400","8,410",362,"22,295","1,084","7,615","14,300",1.18,"1,201","1,332",703,412,100,14.39,103,803,275,23.75,10.46,39.79,17.29,3.84,310.7
809,에이디엠코리아,"5,500",20,+0.36%,100,"160,975","5,500","5,530","5,220","5,490","5,500",864,"97,242","12,946","18,962","21,836",0.22,"1,201",140,384,49,21,6.54,17,96,N/A,-40.79,57.29,8.02,5.84,3.58,"1,482.0"
810,대유,"5,340",70,+1.33%,500,"3,413,468","5,220","5,650","5,130","5,340","5,350","18,707","537,358","72,090","18,428","22,478",0.98,"1,200",336,944,284,46,13.34,50,293,0,-13.66,18.23,7.71,5.97,1.06,"1,222.6"
811,딥노이드,"12,900",200,-1.53%,500,"44,142","12,950","13,300","12,800","12,900","12,950",571,"73,801","13,903","7,067","9,278",0.66,"1,197",10,113,136,-50,342.34,-136,"-1,677",0,-18.48,-7.69,133.57,-158.62,7.80,-301.1
812,프로스테믹스,"2,605",15,-0.57%,100,"67,674","2,620","2,655","2,565","2,600","2,605",176,"47,655","4,007","4,469","45,905",1.60,"1,196",207,602,387,-12,190.81,-73,-124,0,45.85,-21.01,-29.16,-15.79,4.98,427.3
813,SM Life Design,"2,630",20,-0.75%,500,"586,266","2,655","2,665","2,600","2,625","2,630","1,542","463,620","51,380","63,658","45,429",0.51,"1,195",292,572,110,-5,-21.13,-30,15,0,-211.88,175.33,-6.42,-5.19,2.41,100.3
814,프롬바이오,"8,440",120,+1.44%,100,"79,972","8,350","8,480","8,210","8,440","8,450",670,"78,493","9,180","16,736","14,155",0.72,"1,195","1,080",450,214,211,74.10,-78,-857,0,267.38,-9.85,-43.11,-22.87,1.39,"1,965.2"
815,SGC이테크건설,"58,900",100,+0.17%,"5,000","3,192","59,000","59,700","58,100","58,900","59,000",189,"3,852",396,"1,829","2,024",3.93,"1,192","11,358","6,636","5,259",-364,-11.32,"1,807","71,620","1,825",-381.45,0.82,79.74,13.40,0.80,"5,948.2"
816,케이씨티,"6,950",140,-1.97%,500,"894,417","7,000","7,170","6,810","6,950","6,970","6,286","6,789,455","19,110","23,868","17,150",0.44,"1,192",205,555,194,9,2.09,6,-66,60,-26.00,-105.30,1.56,1.00,3.47,358.8
817,바이오톡스텍,"8,110",150,-1.82%,500,"153,801","8,160","8,210","8,030","8,110","8,130","1,249","455,406","11,399","3,812","14,667",1.74,"1,190",264,637,294,5,2.22,24,277,0,510.84,29.28,8.20,3.82,3.18,306.3
818,한빛소프트,"4,800",90,-1.84%,500,"171,602","4,900","4,900","4,780","4,800","4,820",827,"214,856","14,301","6,108","24,780",1.79,"1,189",572,446,258,-7,30.63,-14,-380,N/A,-291.51,-12.63,-12.71,-3.03,7.51,58.0
819,인지디스플레,"2,710",10,-0.37%,500,"42,374","2,740","2,740","2,675","2,700","2,710",114,"41,906","40,221","15,415","43,885",5.64,"1,189","7,645","4,552","2,537",346,37.04,222,272,100,45.20,9.96,9.36,4.95,0.62,725.1
820,에이에프더블류,"5,870",20,+0.34%,500,"21,376","5,870","5,900","5,740","5,860","5,870",124,"31,299","2,039","2,049","20,257",0.43,"1,189",113,756,20,5,-56.41,16,-23,N/A,-93.04,-255.22,2.24,2.13,1.64,"1,411.3"
821,고려시멘트,"3,715",65,+1.78%,100,"5,300,702","3,710","4,060","3,520","3,710","3,715","20,536","875,468","50,069","31,599","31,980",0.46,"1,188",702,"1,153",230,43,-1.04,44,156,15,"1,031.35",23.81,4.92,3.67,1.25,"2,114.4"
822,엔에프씨,"13,300",100,-0.75%,100,"7,410","13,400","13,550","13,100","13,250","13,300",98,"15,164","7,735","14,027","8,932",0.34,"1,188",333,771,267,46,1.42,8,105,100,-33.21,126.67,2.17,1.17,2.24,"5,546.9"
823,알리코제약,"7,750",60,+0.78%,500,"144,838","7,800","8,000","7,620","7,750","7,760","1,126","75,231","5,912","5,857","15,327",1.06,"1,188","1,248","1,103",327,106,7.79,84,246,64,-15.47,31.50,11.25,7.31,1.45,"1,525.2"
824,한국팩키지,"3,905",45,+1.17%,500,"142,046","4,030","4,045","3,860","3,900","3,905",560,"76,272","13,443","9,391","30,303",0.18,"1,183",565,813,363,20,-3.22,23,26,35,-21.19,150.19,5.51,3.08,2.22,264.9
825,샘코,"40,300",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"2,936",0.66,"1,183",168,425,346,-58,-34.77,-60,"-10,382",0,75.69,-3.88,-71.55,-13.31,9.78,-19.0
826,아진엑스텍,"12,100",350,-2.81%,500,"286,348","12,300","12,500","11,950","12,100","12,150","3,487","353,867","40,971","31,835","9,749",1.20,"1,180",226,483,52,7,9.85,13,306,100,-66.78,39.54,2.98,2.67,2.56,779.2
827,서원인텍,"6,340",10,-0.16%,500,"19,830","6,350","6,350","6,290","6,330","6,340",125,"16,060","8,510","3,598","18,600",5.00,"1,179","3,156","2,086",367,185,7.00,169,662,350,-9.30,9.58,10.08,8.26,0.67,"1,746.7"
828,비씨월드제약,"13,250",0,0.00%,200,"10,959","13,250","13,250","12,950","13,200","13,250",143,"22,419","5,823","3,367","8,892",2.61,"1,178",569,"1,930",927,33,10.05,32,349,100,-50.15,37.97,4.69,1.75,1.08,"5,655.8"
829,웰크론,"4,170",80,+1.96%,500,"281,559","4,070","4,275","4,065","4,170","4,185","1,181","82,013","4,438","10,083","28,231",2.71,"1,177","3,302","2,649","1,464",198,-12.41,99,556,0,516.45,7.50,16.44,3.67,1.47,340.0
830,KT서브마린,"5,370",10,-0.19%,"1,000","194,528","5,380","5,700","5,310","5,360","5,370","1,067","149,684","18,540","11,337","21,900",1.72,"1,176",522,"1,168",140,-41,-5.33,12,-368,30,-518.46,-14.59,1.17,1.01,1.09,377.6
831,노블엠앤비,"5,270",20,-0.38%,"1,000","89,487","5,420","5,480","5,130","5,260","5,270",470,"288,000","16,167","3,103","22,301",1.92,"1,175",331,572,456,-213,-56.09,-515,"-3,299",0,"-1,239.67",-1.60,-166.02,-63.86,5.69,-62.4
832,SDN,"2,210",40,-1.78%,500,"12,590,282","2,275","2,375","2,190","2,210","2,215","29,052","20,444,880","116,985","76,878","53,169",1.29,"1,175",800,"1,946","1,039",2,23.03,84,12,0,-92.32,184.17,10.05,5.06,1.20,316.4
833,세원,"3,490",30,-0.85%,100,"130,720","3,515","3,525","3,470","3,485","3,490",455,"134,352","26,867","19,884","33,482",1.38,"1,169",721,734,230,46,-11.46,95,386,0,-27.86,9.04,18.70,12.31,1.43,"1,829.2"
834,한네트,"10,100",120,+1.20%,500,"4,112,485","9,890","10,300","9,680","10,050","10,100","41,121","15,368,989","70,176","329,750","11,564",1.06,"1,168",244,544,192,14,-5.78,12,115,100,-24.98,87.83,3.54,2.11,3.37,571.9
835,경창산업,"3,245",45,+1.41%,500,"53,300","3,200","3,245","3,050","3,230","3,245",168,"64,121","6,486","11,006","35,819",1.08,"1,162","4,864","5,223","4,231",139,-8.46,46,555,N/A,191.33,5.85,6.01,0.85,1.21,69.9
836,강스템바이오텍,"3,050",55,-1.77%,500,"107,539","3,105","3,125","3,020","3,050","3,055",328,"144,679","27,771","5,671","37,938",1.56,"1,157",91,825,339,-187,52.18,-197,-647,0,19.13,-4.71,-30.20,-20.13,2.33,280.9
837,오로라,"10,750",400,-3.59%,500,"175,270","11,100","11,150","10,700","10,750","10,800","1,904","204,621","47,825","44,816","10,763",5.47,"1,157","1,416","2,743","1,643",88,-9.85,80,"1,313",100,-30.42,8.19,7.41,3.05,0.89,"2,123.7"
838,센코,"14,000",200,-1.41%,500,"12,348","14,200","14,200","14,000","14,000","14,050",174,"11,557","5,883","3,938","8,251",0.21,"1,155",201,389,79,12,1.47,11,162,0,-49.90,86.42,5.06,3.76,3.13,697.8
839,에스넷,"7,140",90,-1.24%,500,"74,604","7,230","7,240","7,050","7,140","7,150",530,"117,077","13,748","3,783","16,145",1.23,"1,153","3,265","2,265","1,458",46,3.07,42,-122,80,-41.59,-58.52,5.01,2.13,1.60,940.8
840,얍엑스,"1,165",20,-1.69%,500,"1,636,092","1,185","1,195","1,130","1,160","1,165","1,883","625,624","136,849","167,291","98,889",1.11,"1,152",299,884,289,4,-18.99,-13,22,0,-82.92,52.95,-2.25,-1.45,1.34,125.0
841,팜스빌,"14,500",100,+0.69%,500,"205,682","14,250","14,900","13,900","14,500","14,550","2,968","625,513","13,934","16,809","7,929",0.93,"1,150",394,690,133,43,31.57,29,570,100,-40.17,25.44,5.21,4.19,1.92,"1,342.7"
842,머큐리,"7,760",0,0.00%,500,"14,233","7,800","7,800","7,610","7,750","7,760",109,"29,403",769,"1,297","14,802",0.76,"1,149","1,178","1,261",459,34,6.09,82,632,0,59.56,12.28,10.86,7.10,1.37,955.4
843,넥스트BT,"1,290",65,+5.31%,500,"4,568,584","1,270","1,315","1,240","1,285","1,290","5,850","4,923,053","200,131","410,064","88,971",5.46,"1,148",657,"1,343",614,-20,11.59,-166,-303,0,27.01,-4.26,-32.18,-14.85,1.52,71.1
844,신일제약,"10,200",0,0.00%,500,"177,334","10,250","10,750","10,200","10,200","10,250","1,849","44,915","18,913","12,738","11,217",2.37,"1,144",614,"1,248",173,68,1.30,75,451,109,-27.55,22.62,7.23,6.22,1.03,"1,890.4"
845,SCI평가정보,"3,200",105,-3.18%,500,"202,145","3,300","3,300","3,005","3,195","3,200",641,"81,316","7,236","11,774","35,500",1.96,"1,136",509,360,76,83,-3.13,64,187,35,19.84,17.11,26.34,18.71,3.64,37.1
846,에스엔유,"3,305",25,+0.76%,500,"55,826","3,280","3,320","3,230","3,305","3,315",183,"71,280","13,828","11,048","34,323",1.72,"1,134","1,019","1,505",300,87,58.28,50,79,N/A,-3.13,41.84,4.22,3.29,0.91,613.2
847,초록뱀컴퍼니,"1,030",10,-0.96%,500,"867,422","1,035","1,090","1,020","1,030","1,035",906,"566,227","155,880","109,509","109,887",1.87,"1,132",167,"1,908",697,-6,-7.39,159,-78,0,84.18,-13.21,15.25,9.52,0.46,426.6
848,신도기연,"14,000",100,-0.71%,500,"6,037","14,150","14,150","13,750","13,900","14,000",84,"8,773","4,237","3,312","8,061",0.61,"1,129",416,835,200,-30,-50.98,-45,-297,N/A,-117.70,-47.14,-8.05,-5.58,1.70,"1,494.8"
849,삼양옵틱스,"11,150",200,-1.76%,500,"13,916","11,300","11,350","11,150","11,150","11,200",156,"37,162","21,510","17,805","10,120",1.85,"1,128",386,445,100,30,-39.34,21,625,600,-81.07,17.84,5.80,4.55,3.47,566.3
850,뷰노,"10,050",100,-0.99%,100,"42,906","10,200","10,250","9,910","10,000","10,050",429,"57,205","8,097","11,070","11,209",5.21,"1,126",13,96,132,-97,675.59,-111,"-1,816",0,-61.44,-5.53,"-1,250.52",-130.38,4.18,-632.0
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
851,탑엔지니어링,"7,030",10,-0.14%,500,"16,742","7,060","7,090","6,970","7,020","7,030",118,"20,957","4,938","3,421","15,976",3.15,"1,123","11,861","6,188","2,692",-182,-9.17,-261,36,N/A,-125.76,195.28,-1.92,-4.30,0.53,"2,485.2"
852,서호전기,"21,800",300,-1.36%,500,"12,868","22,200","22,200","21,500","21,750","21,800",279,"35,527","9,343","4,799","5,150",1.52,"1,123",657,902,167,113,1.19,68,"2,191","1,000",-7.67,9.95,9.15,7.38,1.42,"2,757.4"
853,타이거일렉,"17,750",400,-2.20%,500,"11,045","18,050","18,200","17,750","17,750","17,850",198,"12,891","6,962","3,900","6,314",23.12,"1,121",436,681,199,59,24.21,44,123,N/A,300.55,144.31,9.63,6.88,2.25,"1,427.8"
854,애머릿지,"3,585",0,0.00%,1,0,0,0,0,0,0,0,0,0,0,"31,250",15.17,"1,120",742,784,467,-13,89.94,-92,-46,0,71.30,-77.93,-34.47,-8.24,2.00,"11,812.1"
855,조광ILI,"8,020",90,-1.11%,500,"53,882","8,110","8,110","7,970","8,010","8,020",432,"58,093","17,111","11,632","13,948",1.44,"1,119",345,"1,131",383,69,40.42,-37,-521,0,65.44,-15.39,-5.64,-3.59,1.26,988.5
856,디지틀조선,"3,010",20,-0.66%,500,"210,438","3,010","3,045","2,995","3,010","3,015",635,"793,612","42,734","24,113","37,115",1.08,"1,117",304,850,60,15,-10.29,18,59,20,-50.29,51.02,2.32,2.15,1.39,310.6
857,조아제약,"3,605",20,-0.55%,500,"121,515","3,605","3,640","3,590","3,605","3,610",439,"128,668","24,917","18,840","30,980",2.05,"1,117",654,824,256,-18,-3.22,-16,-196,N/A,-386.79,-18.39,-2.37,-1.90,2.08,279.8
858,에스트래픽,"4,300",70,-1.60%,500,"46,518","4,370","4,370","4,240","4,295","4,300",200,"75,924","6,292","10,308","25,949",1.78,"1,116",921,"1,086",762,-31,15.64,-212,-483,0,-24.85,-8.90,-71.07,-18.44,3.66,211.6
859,유라테크,"9,680",30,-0.31%,500,"26,840","9,780","9,780","9,630","9,670","9,680",259,"34,699","5,973","2,931","11,520",0.65,"1,115","1,804","1,364",239,-21,-11.34,44,406,50,-191.93,23.84,4.03,3.30,0.95,"1,799.5"
860,이더블유케이,"5,180",150,-2.81%,500,"72,239","5,300","5,350","5,140","5,160","5,180",377,"108,243","5,872","10,984","21,457",0.60,"1,111",115,"1,340",734,-31,-43.87,-88,-195,0,-644.14,-26.56,-20.49,-9.61,1.61,503.0
861,아이패밀리에스씨,"26,900",100,+0.37%,500,"73,050","26,800","27,400","25,750","26,900","26,950","1,927","201,843","4,652","3,562","4,120",0.37,"1,108",792,302,151,116,100.79,87,"1,370",183,187.90,19.64,79.99,38.55,4.46,716.9
862,힘스,"9,780",70,+0.72%,500,"12,423","9,710","9,810","9,600","9,730","9,780",120,"25,514","3,041","5,223","11,312",0.51,"1,106","1,062",909,131,250,N/A,172,61,150,N/A,160.33,N/A,N/A,1.38,"1,301.5"
863,엠에스씨,"6,280",50,-0.79%,500,"105,403","6,390","6,450","6,280","6,280","6,310",671,"53,548","12,064","9,529","17,600",0.82,"1,105","1,464","1,666",659,129,-2.85,89,808,60,-12.31,7.77,9.31,5.48,0.98,"1,036.9"
864,에이텍,"13,350",800,-5.65%,500,"540,271","14,100","14,400","13,250","13,350","13,400","7,333","932,995","58,292","42,708","8,260",1.97,"1,103",982,969,137,63,-1.11,87,795,200,45.42,16.79,10.99,9.27,1.24,"2,441.3"
865,아이오케이,"1,180",20,-1.67%,500,"485,444","1,200","1,200","1,160","1,170","1,180",569,"764,060","216,280","97,632","93,244",1.54,"1,100",210,"1,421",453,-30,-24.14,-17,-331,0,-769.85,-3.56,-4.04,-1.17,0.66,324.9
866,위즈코프,"1,650",55,-3.23%,500,"2,268,054","1,710","1,720","1,640","1,650","1,655","3,803","10,392,763","149,401","76,113","66,546",0.86,"1,098",282,512,74,8,-23.26,27,7,13,-19.02,235.71,6.71,5.89,2.18,147.5
867,파수,"9,440",290,-2.98%,500,"120,663","9,710","9,730","9,320","9,440","9,450","1,136","101,892","4,250","1,645","11,630",4.47,"1,098",364,464,259,-12,2.95,-8,393,0,65.78,24.02,-3.70,-1.61,5.99,279.4
868,이화전기,"1,315",10,-0.75%,200,"289,656","1,320","1,335","1,305","1,315","1,320",380,"407,192","66,953","95,888","83,464",2.71,"1,098",533,"2,555",648,-37,N/A,-199,379,0,N/A,3.47,N/A,N/A,0.43,36.4
869,CNT85,"1,550",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"70,704",2.13,"1,096",9,599,373,-48,-87.58,-71,-27,0,-35.93,-57.41,-74.04,-16.20,5.36,30.6
870,에프앤가이드,"9,070",180,-1.95%,500,"26,492","9,250","9,280","8,950","9,070","9,080",239,"69,819","3,747","1,193","12,080",0.09,"1,096",211,618,124,44,-0.16,47,604,100,59.40,15.02,11.25,8.06,2.10,723.2
