N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
277,하림,"3,045",30,+1.00%,500,"693,368","3,015","3,050","3,000","3,040","3,045","2,100","774,897","107,374","219,064","106,210",2.70,"3,234","8,955","8,065","5,216",61,11.12,81,328,0,114.07,9.28,3.01,1.03,1.07,502.2
278,레이,"24,250",100,+0.41%,500,"59,561","24,150","24,450","23,450","24,200","24,250","1,429","176,326","1,761","5,162","13,307",14.02,"3,227",552,892,239,46,-24.49,79,923,0,-64.38,26.27,12.87,9.53,3.22,"1,858.2"
279,샘씨엔에스,"6,430",130,-1.98%,500,"121,825","6,510","6,550","6,400","6,430","6,440",785,"124,360","59,605","8,450","50,154",0.07,"3,225",359,467,223,78,71.27,60,151,0,642.22,42.58,28.20,13.60,3.17,26.3
280,인텍플러스,"25,350",50,-0.20%,500,"97,154","25,400","25,550","24,750","25,350","25,400","2,446","116,146","5,772","6,227","12,699",3.62,"3,219",563,526,220,70,38.81,92,"1,802",100,49.15,14.07,35.22,19.47,6.38,409.2
281,로보티즈,"26,900",350,+1.32%,500,"963,414","26,450","27,450","26,100","26,850","26,900","25,890","439,518","18,094","25,464","11,843",0.00,"3,186",192,732,98,-18,-23.78,-1,49,0,-204.91,548.98,-0.22,-0.20,4.46,"1,072.9"
282,HB솔루션,"19,050",150,+0.79%,500,"82,225","19,150","19,150","18,450","19,000","19,050","1,545","347,541","10,310","16,883","16,713",0.75,"3,184",211,660,206,-18,-55.01,-23,114,0,-116.24,167.11,-6.01,-3.80,3.36,"1,634.7"
283,셀리드,"32,650","1,250",-3.69%,500,"67,514","33,700","33,700","32,450","32,650","32,700","2,209","51,229","8,889","2,087","9,731",11.35,"3,177",N/A,494,21,-53,N/A,-41,"-1,013",0,-49.73,-32.23,-8.37,-8.10,6.72,875.3
284,피에스케이홀딩스,"14,650",400,-2.66%,500,"70,530","14,850","15,000","14,450","14,600","14,650","1,031","127,293","10,990","8,507","21,562",2.74,"3,159",398,"2,392",417,-25,34.93,592,"1,768",200,-133.80,8.29,38.01,32.45,1.26,"2,029.6"
285,레이크머티리얼즈,"4,795",55,-1.13%,100,"279,320","4,845","4,845","4,730","4,790","4,795","1,337","286,828","5,814","14,838","65,731",0.55,"3,152",465,904,495,47,33.36,20,253,N/A,82.43,18.95,5.81,2.39,5.81,514.0
286,팜스토리,"2,810",45,+1.63%,500,"42,301,834","2,910","3,015","2,785","2,810","2,815","123,198","26,452,310","469,221","322,105","111,417",1.65,"3,131","9,654","6,550","4,518",220,10.84,272,291,50,112.02,9.66,14.74,4.18,1.41,193.6
287,원티드랩,"33,000",200,+0.61%,500,"79,884","33,000","33,250","31,950","32,900","33,000","2,608","94,692","2,819","6,167","9,406",2.40,"3,104",147,145,438,-52,74.38,-93,"-1,596",0,11.02,-20.68,36.80,-72.64,9.94,"-50,959.8"
288,와이솔,"11,000",200,+1.85%,500,"555,817","10,900","11,200","10,650","10,950","11,000","6,133","163,826","37,978","105,161","28,187",2.78,"3,101","3,451","4,231",861,185,-6.80,34,426,250,-53.71,25.82,0.95,0.81,0.86,"2,349.2"
289,시너지이노베이션,"3,830",30,-0.78%,500,"268,312","3,840","3,905","3,600","3,815","3,830","1,014","651,170","17,181","14,986","80,363",12.59,"3,078",689,"1,583",579,114,26.31,-195,-157,0,865.33,-24.39,-27.76,-12.75,2.54,135.3
290,우리기술,"2,150",40,-1.83%,500,"13,157,470","2,200","2,270","2,130","2,145","2,150","28,985","17,292,243","408,590","130,245","143,027",2.18,"3,075",499,"1,183",673,27,44.53,-14,-23,0,135.80,-93.48,-2.94,-1.27,5.25,-33.9
291,와이지-원,"10,050",340,+3.50%,500,"787,044","9,820","10,250","9,800","10,050","10,100","7,911","268,725","35,580","118,880","30,574",12.45,"3,073","3,742","8,545","5,566",-158,-12.56,-366,147,100,-220.22,68.37,-11.33,-4.31,1.09,"1,603.0"
292,톱텍,"8,080",110,-1.34%,500,"90,379","8,160","8,160","8,020","8,070","8,080",728,"89,268","45,850","6,152","38,023",2.93,"3,072","3,220","4,718",649,289,92.65,138,"-1,481",100,539.72,-5.46,3.03,3.00,0.88,"1,959.7"
293,GST,"32,900",100,-0.30%,500,"53,895","32,750","32,900","32,300","32,850","32,900","1,755","114,806","5,468","3,380","9,318",10.44,"3,066","1,669","1,418",281,182,-0.80,155,"3,430",150,-17.15,9.59,15.06,11.12,2.07,"2,363.2"
294,포스코엠텍,"7,360",140,-1.87%,500,"1,014,242","7,500","7,690","7,320","7,350","7,360","7,603","413,278","48,036","9,051","41,643",1.91,"3,065","2,554","1,303",339,116,-11.53,94,241,80,-11.10,30.54,10.10,7.26,2.98,363.3
295,케이티알파,"6,250",20,-0.32%,"1,000","28,884","6,220","6,300","6,200","6,220","6,250",180,"69,118","9,540","6,846","49,019",0.98,"3,064","3,493","2,806",867,118,8.38,-42,-268,0,10.29,-23.32,-2.10,-1.50,1.42,470.4
296,썸에이지,"2,225",20,-0.89%,100,"192,953","2,215","2,255","2,185","2,215","2,225",427,"293,797","57,642","24,141","136,666",0.54,"3,041",70,388,52,-120,92.06,-77,122,0,9.76,18.24,-31.25,-18.74,6.28,53.9
297,새로닉스,"24,450",650,-2.59%,500,"107,211","24,950","25,200","24,150","24,450","24,500","2,632","267,106","12,957","6,964","12,424",2.17,"3,038","1,630","1,388",612,20,-0.47,-16,"3,524",20,"2,502.96",6.94,-2.20,-1.18,2.35,"1,128.4"
298,비츠로셀,"14,100",100,-0.70%,500,"37,346","14,150","14,150","13,900","14,000","14,100",523,"33,891","34,823","5,809","21,539",33.64,"3,037","1,132","1,883",324,182,-15.18,141,744,120,-28.33,18.95,9.51,8.02,1.81,"1,351.0"
299,오이솔루션,"28,300",50,-0.18%,500,"27,733","28,400","28,400","27,950","28,300","28,350",781,"24,887","9,127","3,073","10,624",3.89,"3,007","1,032","1,952",482,73,-50.93,124,"1,413",300,-87.41,20.03,8.63,6.51,1.94,"2,630.8"
300,아바텍,"19,250",750,+4.05%,500,"14,864","18,200","19,300","18,200","18,950","19,250",280,"4,241","3,597","5,439","15,608",0.72,"3,004",757,"1,500",107,37,0.42,52,63,100,-31.89,305.56,3.80,3.55,1.88,"1,775.9"
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
301,세종텔레콤,504,2,-0.40%,500,"1,089,774",506,508,501,503,504,548,"1,027,433","425,395","330,682","596,000",1.03,"3,004","2,800","4,960","1,410",11,3.84,180,121,0,111.38,4.17,5.20,3.82,0.76,17.3
302,다나와,"22,900",350,-1.51%,500,"20,018","23,350","23,350","22,750","22,900","22,950",458,"28,190","8,314","1,668","13,075",11.12,"2,994","2,320","1,631",263,378,35.41,309,"2,348",600,33.21,9.75,25.11,19.50,1.97,"2,012.8"
303,하이비젼시스템,"19,950",300,-1.48%,500,"175,898","20,200","20,200","19,800","19,950","20,000","3,511","296,352","78,516","24,289","14,942",5.46,"2,981","1,832","1,684",344,128,36.48,98,"2,660",50,250.90,7.50,8.20,5.83,1.60,"1,844.4"
304,유틸렉스,"18,050",300,-1.63%,500,"21,317","18,350","18,350","17,900","18,050","18,100",385,"40,324","9,209","1,307","16,457",23.86,"2,970",20,"1,055",470,-249,398.02,-288,"-1,835",0,-35.74,-9.84,-47.42,-31.69,4.49,590.0
305,일진파워,"19,700",350,+1.81%,500,"3,662,444","19,350","20,750","19,050","19,650","19,700","72,652","3,384,152","51,558","75,271","15,079",1.34,"2,970","1,680","1,580",576,131,-8.07,107,761,300,-9.00,25.89,10.85,6.96,2.76,"1,254.0"
306,에이스토리,"31,150",750,+2.47%,500,"263,076","31,150","32,300","30,650","31,100","31,150","8,257","160,867","5,654","9,629","9,532",1.24,"2,969",221,552,245,-9,-21.75,-74,"1,312",0,18.28,23.74,-21.30,-15.47,7.02,561.2
307,엠플러스,"24,300",250,+1.04%,500,"549,635","24,150","25,200","24,100","24,300","24,350","13,541","981,161","18,419","15,734","12,211",3.85,"2,967","1,585","1,409",822,100,51.94,58,-153,100,266.94,-158.82,11.66,4.13,5.06,975.7
308,아이에이,"1,005",15,-1.47%,100,"1,637,311","1,020","1,025","1,005","1,005","1,010","1,653","1,464,292","748,613","686,247","294,769",1.41,"2,962",584,"1,430",447,44,-13.84,131,29,0,60.05,34.66,17.35,10.38,2.88,201.1
309,아이원스,"10,050",150,-1.47%,500,"282,270","10,150","10,200","9,990","10,000","10,050","2,834","362,570","21,776","56,185","29,352",2.74,"2,950","1,463","2,143",982,94,16.56,4,612,0,877.00,16.42,0.33,0.17,1.78,"1,730.9"
310,유비쿼스홀딩스,"15,750",150,-0.94%,500,"8,049","15,700","15,900","15,550","15,650","15,750",126,"9,369","6,574","3,594","18,697",3.89,"2,945","1,214","3,180",435,216,7.94,190,865,170,58.04,18.21,4.68,6.19,1.18,"3,376.3"
311,와이엠티,"19,300",250,+1.31%,500,"53,303","19,050","19,300","18,950","19,300","19,350","1,018","36,715","14,299","10,388","15,101",2.49,"2,914","1,135","1,985",804,235,18.91,198,729,0,6.22,26.47,15.94,10.91,2.58,"1,235.9"
312,나이스정보통신,"29,100",0,0.00%,500,"7,076","29,100","29,350","28,650","29,100","29,150",205,"13,701","3,337","1,963","10,000",22.71,"2,910","5,193","7,149","4,742",367,14.82,130,"1,899",460,3.25,15.32,5.74,1.91,1.03,"4,807.7"
313,태광,"10,950",100,+0.92%,500,"54,380","10,900","11,000","10,750","10,950","11,000",592,"93,039","20,169","28,694","26,500",11.71,"2,902","1,884","4,618",374,-31,-0.71,-50,174,50,-208.28,62.93,-1.18,-1.07,0.66,"3,195.1"
314,제우스,"27,800","1,600",+6.11%,500,"345,530","25,900","27,850","25,850","27,800","27,850","9,400","110,161","4,447","33,345","10,384",6.35,"2,887","3,600","4,426","2,005",182,11.30,181,"1,632",200,0.12,17.03,7.82,4.40,1.13,"4,552.5"
315,연우,"23,250",900,-3.73%,500,"96,299","23,900","24,100","23,100","23,200","23,250","2,255","53,786","10,698","3,917","12,398",18.75,"2,883","2,512","2,888",701,160,-14.75,114,"1,923",190,-28.92,12.09,5.31,3.89,1.21,"3,424.5"
316,에스티아이,"18,200",100,+0.55%,500,"150,715","18,150","18,350","17,900","18,150","18,200","2,737","234,774","20,055","44,623","15,830",7.02,"2,881","2,691","2,436",711,154,-15.60,107,791,150,-43.15,23.01,6.42,4.22,1.49,"2,216.6"
317,선데이토즈,"24,950",550,-2.16%,500,"49,876","25,400","25,400","24,700","24,900","24,950","1,245","53,676","18,525","3,323","11,470",3.48,"2,862","1,062","1,652",207,130,25.83,146,"1,333",0,370.06,18.72,10.42,9.14,1.34,"3,287.6"
318,파세코,"20,300",50,+0.25%,500,"77,626","20,250","20,400","20,000","20,250","20,300","1,566","139,255","23,714","18,343","14,000",2.88,"2,842","1,981","1,153",287,169,9.81,142,718,210,56.52,28.27,17.46,12.51,4.30,"1,137.4"
319,마크로젠,"26,200",200,-0.76%,500,"8,936","26,400","26,400","26,100","26,150","26,200",234,"10,510","3,679","6,884","10,841",1.88,"2,840","1,126","2,878",893,72,9.52,879,"8,573",300,93.01,3.06,56.72,34.24,1.33,"4,023.4"
320,세경하이테크,"24,100",50,-0.21%,500,"35,302","24,200","24,250","23,900","24,050","24,100",848,"63,983","11,121","12,273","11,784",2.04,"2,840","2,200","2,076",761,20,-21.82,-35,"1,405",100,-91.42,17.15,-2.78,-1.67,1.89,"2,141.3"
321,뉴지랩파마,"9,030",0,0.00%,500,"89,011","9,000","9,120","8,900","9,030","9,040",802,"167,278","3,754","6,359","31,326",0.97,"2,829",544,"1,270",637,-174,-43.21,-226,"-1,033",0,"-1,127.74",-8.74,-35.01,-18.52,5.19,330.9
322,HLB제약,"10,650",300,-2.74%,500,"103,481","11,000","11,000","10,550","10,650","10,700","1,110","76,967","18,182","8,967","26,448",1.19,"2,817",406,"1,114",668,10,12.39,-748,"-3,719",0,-27.34,-2.86,-239.39,-95.18,4.54,312.2
323,와이팜,"7,570",860,-10.20%,500,"253,559","8,430","8,440","7,550","7,560","7,570","2,001","163,224","6,076","10,763","37,141",0.23,"2,812",374,"1,049",75,-37,N/A,93,-85,100,N/A,-89.06,N/A,N/A,3.22,405.9
324,코윈테크,"29,650",150,+0.51%,500,"79,487","29,550","29,900","29,250","29,600","29,650","2,344","255,074","11,988","12,900","9,475",1.06,"2,809",454,"1,273",279,6,-50.22,25,497,202,-96.99,59.66,2.51,2.10,2.74,"2,207.8"
325,아나패스,"24,000",100,-0.41%,500,"10,404","23,850","24,150","23,700","24,000","24,100",248,"7,348","4,606","1,900","11,666",1.07,"2,800","1,010",928,741,-224,65.96,-490,"-2,436",0,5.04,-9.85,-132.58,-45.08,6.41,231.5
326,지니뮤직,"4,795",60,-1.24%,500,"90,277","4,830","4,845","4,765","4,790","4,795",432,"102,866","26,018","5,166","58,115",1.06,"2,787","2,470","2,505",885,115,7.16,95,182,N/A,41.05,26.35,6.02,3.93,1.61,462.8
327,한양이엔지,"15,450",150,-0.96%,500,"60,507","15,600","15,600","15,250","15,400","15,450",929,"83,027","22,839","15,669","18,000",4.18,"2,781","7,585","5,442","1,766",533,-1.77,481,"1,767",500,59.83,8.74,13.85,8.97,0.67,"4,108.2"
328,고바이오랩,"17,050",250,-1.45%,500,"43,361","17,000","17,550","16,850","17,000","17,050",741,"39,965","7,236","3,568","16,271",1.81,"2,774",46,585,31,-123,696.42,-551,"-4,024",0,-67.92,-4.24,"-6,234.11",-117.35,5.65,606.9
329,우주일렉트로,"27,850",600,-2.11%,500,"11,468","28,150","28,400","27,700","27,800","27,850",320,"51,770","2,059","2,595","9,934",10.64,"2,767","1,962","2,623",645,174,2.70,129,"2,172",350,9.34,12.82,6.64,5.02,1.08,"4,435.8"
330,엔지켐생명과학,"33,200",800,-2.35%,500,"140,049","34,150","34,700","32,950","33,150","33,200","4,712","123,844","6,648","6,606","8,331",11.31,"2,766",258,"1,238",513,-191,-17.96,-175,"-2,290",0,-16.49,-14.50,-23.90,-16.77,4.47,"1,664.6"
331,라파스,"32,100",600,-1.83%,500,"20,844","33,000","33,000","31,700","32,100","32,200",669,"46,679","6,959",671,"8,598",0.00,"2,760",179,598,152,-43,-1.69,-46,-125,0,-887.42,-256.80,-9.87,-7.54,5.74,946.8
332,케이아이엔엑스,"56,500",500,-0.88%,500,"14,907","56,800","57,000","55,500","56,400","56,500",835,"25,034","1,829","1,027","4,880",22.48,"2,757",704,"1,428",297,178,8.97,157,"3,218",500,7.99,17.56,15.63,12.66,2.31,"4,371.2"
333,젬백스지오,"2,300",105,+4.78%,500,"1,037,152","2,215","2,320","2,170","2,295","2,300","2,334","1,048,631","32,143","39,037","119,210",2.27,"2,742",458,"1,326",504,6,150.97,-5,130,0,115.72,17.69,-0.42,-0.36,2.58,55.8
334,큐브엔터,"19,750",250,-1.25%,500,"61,127","20,000","20,000","19,450","19,700","19,750","1,200","125,937","9,572","9,352","13,805",2.89,"2,726",369,588,216,5,23.83,-6,123,0,-44.07,160.57,-0.75,-1.38,6.32,959.8
335,슈피겐코리아,"43,700",100,+0.23%,500,"9,371","43,600","43,750","42,700","43,600","43,700",406,"23,794",752,"2,895","6,216",13.21,"2,717","4,033","4,054",679,797,30.71,548,"6,107","1,200",80.73,7.16,16.96,14.58,0.71,"11,160.8"
336,이노와이어리스,"40,100",0,0.00%,500,"35,963","39,950","40,150","39,200","40,050","40,100","1,429","45,874","5,747","3,677","6,738",2.02,"2,702",930,"1,250",213,138,-4.01,131,912,250,-10.10,43.97,14.19,10.65,2.49,"3,038.3"
337,나스미디어,"28,100",200,-0.71%,500,"14,053","28,200","28,500","27,900","28,100","28,150",395,"20,225","2,864","2,408","9,605",8.87,"2,699","1,116","4,220","2,214",270,-4.59,231,"2,506",706,-11.75,11.21,14.85,5.95,1.63,"3,552.2"
338,큐리언트,"30,300",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"8,883",1.27,"2,692",1,615,37,-200,N/A,-198,"-2,157",0,13.49,-14.05,-52.68,-48.27,8.97,869.3
339,켐트로스,"10,100",250,-2.42%,100,"210,454","10,200","10,300","10,000","10,050","10,100","2,131","420,854","53,348","34,659","26,558",3.05,"2,682",435,715,254,13,-0.53,15,158,0,-51.43,63.92,3.32,2.16,5.44,"1,645.7"
340,이지홀딩스,"4,105",45,+1.11%,500,"438,105","4,060","4,135","4,045","4,100","4,105","1,796","253,173","23,629","65,599","65,146",2.90,"2,674","16,083","17,991","10,389",470,-0.40,845,899,50,12.85,4.57,21.17,4.72,0.49,"1,606.8"
341,도이치모터스,"9,000",20,+0.22%,500,"461,138","8,910","9,050","8,860","9,000","9,010","4,140","1,876,182","73,811","64,984","29,624",9.32,"2,666","14,511","10,569","7,569",449,20.05,152,"1,045",255,-45.88,8.61,5.48,1.63,0.84,"1,639.8"
342,보광산업,"7,330",220,+3.09%,500,"439,033","7,110","7,500","7,080","7,330","7,340","3,199","168,016","7,003","19,100","36,339",2.60,"2,664",569,"1,360",568,97,N/A,86,346,100,N/A,21.18,N/A,N/A,3.27,324.5
343,스코넥,"22,050",450,-2.00%,500,"219,671","22,150","22,750","22,000","22,050","22,100","4,896","1,274,125","24,902","8,938","12,072",0.09,"2,662",47,74,92,-56,-39.36,-89,-945,0,5.37,-23.33,74.13,-78.88,246.02,-155.9
344,에스피지,"11,900",50,+0.42%,500,"237,808","11,800","12,000","11,700","11,900","11,950","2,814","247,407","57,805","60,045","22,177",1.83,"2,639","3,548","2,884","1,436",181,12.59,141,857,150,75.62,13.89,9.71,4.99,1.40,"1,201.3"
345,뉴파워프라즈마,"6,040",70,-1.15%,100,"142,544","6,110","6,110","6,010","6,030","6,040",862,"290,398","57,572","18,731","43,693",2.46,"2,639","1,088","4,769","2,752",109,80.83,303,850,50,198.74,7.11,20.37,9.68,1.32,"4,066.9"
346,아이진,"12,300",500,-3.91%,500,"168,343","12,950","12,950","12,200","12,250","12,300","2,077","143,731","29,901","11,257","21,414",6.66,"2,634",34,444,315,-137,-20.77,-149,-893,0,-46.18,-13.77,-93.10,-32.40,2.36,45.2
347,한국정보인증,"6,300",20,-0.32%,500,"47,297","6,310","6,330","6,240","6,280","6,300",297,"48,272","17,516","15,427","41,776",0.28,"2,632",457,"1,188",281,104,7.29,98,399,100,12.41,15.79,11.09,8.56,1.53,485.4
348,랩지노믹스,"22,900",600,-2.55%,500,"163,761","23,500","23,550","22,650","22,900","22,950","3,764","180,215","26,790","11,778","11,450",1.45,"2,622","1,195","1,094",277,549,N/A,428,"5,654",N/A,N/A,4.05,N/A,N/A,1.89,"1,329.4"
349,에이프로,"18,550",50,+0.27%,500,"359,672","17,900","18,950","17,650","18,550","18,600","6,562","228,453","15,022","25,963","14,132",0.85,"2,621",490,741,156,11,N/A,9,-532,0,N/A,-34.87,N/A,N/A,4.79,"1,430.5"
350,현대바이오랜드,"17,400",0,0.00%,500,"100,055","17,350","17,850","17,150","17,350","17,400","1,746","52,273","7,044","3,711","15,000",5.29,"2,610",889,"1,877",504,-89,-16.38,-135,-443,100,-161.28,-39.28,-9.25,-6.83,1.78,"1,729.4"
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
351,비씨엔씨,"21,000","1,600",-7.08%,500,"904,806","22,250","22,450","20,500","20,950","21,000","19,168","5,539,077","22,311","12,828","12,368",0.18,"2,597",473,565,460,63,38.96,20,205,0,282.85,102.44,19.77,4.09,7.43,209.0
352,아이디스,"24,100",200,-0.82%,500,"9,580","24,350","24,450","23,850","24,050","24,100",229,"17,464","12,072","2,620","10,716",1.03,"2,583","1,510","1,836",219,143,34.97,112,"1,680",300,332.52,14.35,7.14,6.33,1.38,"2,947.8"
353,엘오티베큠,"14,500",100,-0.68%,500,"18,850","14,600","14,600","14,400","14,450","14,500",273,"52,932","12,332","13,780","17,810",1.31,"2,582","1,712","2,276",656,42,13.97,40,876,50,504.25,16.55,2.39,1.83,1.27,"1,901.2"
354,한국캐피탈,817,0,0.00%,500,"71,344",816,818,811,815,817,58,"158,056","111,167","60,067","315,610",0.24,"2,579","2,013","26,780","23,712",420,13.67,321,140,25,56.44,5.84,10.87,1.30,0.66,95.6
355,엘비루셈,"10,450",250,-2.34%,500,"61,328","10,600","10,650","10,350","10,400","10,450",638,"61,295","55,357","13,729","24,600",27.00,"2,571","2,098","1,665",516,208,23.62,171,830,0,18.54,12.59,16.08,10.14,1.38,963.7
356,아이큐어,"13,550",250,-1.81%,500,"79,584","13,750","13,750","13,150","13,500","13,550","1,067","91,824","8,548","6,015","18,892",1.76,"2,560",901,"1,951",804,-155,47.97,-122,"-1,657",0,-146.91,-8.18,-12.03,-5.97,2.61,"2,942.6"
357,안트로젠,"27,150",150,+0.56%,500,"60,849","26,950","27,450","26,600","27,150","27,200","1,648","367,807","5,427","5,797","9,422",10.15,"2,558",42,942,131,-37,0.09,-44,-145,0,-27.71,-187.24,-5.85,-4.89,2.35,"1,745.4"
358,이지케어텍,"40,000",500,-1.23%,500,"43,538","40,500","41,700","39,700","40,000","40,100","1,750","23,303","4,141","1,622","6,386",0.52,"2,554",769,529,190,-40,18.91,-79,-367,86,-86.27,-108.99,-21.01,-14.23,7.37,"1,143.6"
359,에이치피오,"12,800",50,-0.39%,500,"6,932","12,850","12,900","12,550","12,800","12,850",88,"32,282","4,966","17,644","19,938",3.40,"2,552","1,428",902,190,257,176.91,171,"1,070",0,154.28,11.96,35.59,23.67,1.82,615.9
360,보성파워텍,"5,190",140,-2.63%,500,"20,095,487","5,370","5,530","5,060","5,190","5,200","106,739","21,114,860","165,472","120,707","49,130",3.42,"2,550",821,"1,228",411,23,-26.49,16,-23,0,317.26,-225.65,2.00,1.30,2.78,255.9
361,지어소프트,"16,450",250,-1.50%,500,"49,936","16,600","16,800","16,100","16,450","16,500",812,"68,097","10,697","5,284","15,474",12.20,"2,546","2,589","1,070",842,100,62.25,97,-26,0,"7,811.06",-632.69,55.83,12.96,3.97,182.8
362,드림어스컴퍼니,"4,450",25,+0.56%,500,"71,012","4,425","4,465","4,360","4,450","4,455",312,"55,101","5,267","3,512","56,860",3.93,"2,530","2,263","1,724",766,-119,14.91,-231,-249,0,55.55,-17.87,-21.59,-13.41,3.27,238.1
363,에브리봇,"41,500",450,-1.07%,500,"263,838","41,950","42,500","40,700","41,500","41,550","10,981","235,702","8,100","6,471","6,096",0.12,"2,530",492,306,137,130,204.35,-9,-192,0,703.33,-216.15,-8.23,-4.19,4.64,"2,491.7"
364,멀티캠퍼스,"42,600","1,000",-2.29%,500,"4,751","43,950","43,950","42,150","42,600","42,750",203,"5,887","1,533","1,756","5,927",6.81,"2,525","2,600","1,933",731,137,-9.72,99,"3,315",500,-43.25,12.85,8.76,5.01,1.93,"6,207.8"
365,세틀뱅크,"26,700",100,-0.37%,500,"16,899","26,850","26,950","26,400","26,600","26,700",449,"20,083","5,863","3,018","9,453",3.75,"2,524",781,"2,087",864,107,N/A,113,"2,011",350,N/A,13.28,N/A,N/A,1.83,"2,593.6"
366,에이디테크놀로지,"18,900",0,0.00%,500,"30,477","18,900","18,950","18,600","18,850","18,900",571,"59,603","9,349","6,101","13,330",0.84,"2,519","2,924","2,203",718,135,29.47,28,"1,047",70,10.89,18.05,3.23,1.72,1.54,"2,125.6"
367,디지털대성,"8,460",80,+0.95%,500,"26,749","8,450","8,460","8,260","8,450","8,460",224,"20,319","5,004","3,749","29,747",1.73,"2,517","1,485","1,508",527,142,5.56,109,687,300,-32.62,12.31,10.24,7.41,1.52,736.3
368,비즈니스온,"11,150",150,-1.33%,500,"18,773","11,150","11,300","11,050","11,100","11,150",209,"17,047","15,106","4,386","22,556",7.69,"2,515",184,710,93,55,N/A,30,336,151,N/A,33.18,N/A,N/A,3.94,"1,021.1"
369,수젠텍,"16,200",500,-2.99%,500,"367,527","16,550","16,650","16,050","16,200","16,250","5,969","485,671","120,826","27,880","15,460",0.97,"2,505",414,725,93,225,975.45,-411,"1,824",0,418.46,8.88,-93.85,-69.68,2.94,726.2
370,태웅,"12,500",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"20,007",1.69,"2,501","3,444","8,008","3,338",13,-7.05,-937,"-5,046",N/A,103.56,-2.48,-18.21,-10.49,0.54,"3,929.3"
371,피엔에이치테크,"27,100",200,-0.73%,500,"37,778","27,100","27,250","26,450","27,050","27,100","1,016","77,431","1,675","5,259","9,207",3.00,"2,495",85,178,116,-13,19.83,-57,179,0,-180.07,151.40,117.77,-33.33,14.06,224.5
372,큐렉소,"7,450",170,-2.23%,500,"75,749","7,610","7,670","7,430","7,450","7,480",568,"103,868","18,946","2,413","33,449",0.71,"2,492",393,489,41,5,14.23,4,-9,0,112.04,-827.78,0.94,0.87,5.75,168.5
373,APS홀딩스,"12,150",50,-0.41%,500,"34,858","11,950","12,300","11,950","12,100","12,150",422,"46,319","11,213","14,331","20,394",1.17,"2,478",253,"2,752","1,087",-109,9.48,-463,"-1,943",N/A,-2.81,-6.25,-24.63,-16.17,1.29,"7,850.9"
374,에이티넘인베스트,"5,130",190,+3.85%,500,"17,641,744","5,320","5,700","5,050","5,130","5,140","94,453","692,272","222,072","44,391","48,000",5.46,"2,462",322,"1,004",85,172,50.13,146,587,100,101.62,8.74,17.04,15.85,2.31,283.1
375,모트렉스,"5,950",60,-1.00%,100,"332,217","5,980","6,000","5,900","5,940","5,950","1,973","492,276","36,722","28,106","41,271",0.82,"2,456","3,538","4,261","3,167",106,12.80,-179,281,0,501.65,21.17,-17.48,-4.12,1.85,"2,763.8"
376,파워로직스,"7,130",10,-0.14%,500,"160,030","7,140","7,170","7,040","7,130","7,140","1,136","177,245","21,313","13,634","34,421",2.88,"2,454","9,272","3,715","1,574",-262,-16.31,-257,-511,N/A,-151.73,-13.95,-11.02,-6.57,1.13,"1,137.8"
377,미투젠,"18,050",250,-1.37%,0,"29,275","18,250","18,250","17,850","18,050","18,100",525,"32,247","8,267","4,870","13,580",6.40,"2,451","1,130","1,230",147,474,16.60,387,"2,577","1,152",9.25,7.00,50.84,40.87,2.06,96.0
378,브랜드엑스코퍼레이션,"8,280",40,-0.48%,500,"57,168","8,320","8,320","8,150","8,200","8,280",468,"60,985","9,535","5,484","29,572",0.39,"2,449","1,397",783,154,81,117.99,70,178,73,-17.80,46.52,18.14,11.67,3.50,560.6
379,포인트모바일,"19,300",0,0.00%,100,"86,359","19,250","19,400","19,000","19,300","19,350","1,655","102,966","15,218","16,800","12,662",0.34,"2,444",489,791,279,1,-21.29,-185,"-1,751",0,-98.72,-11.02,-42.01,-27.52,4.14,"7,593.8"
380,청담러닝,"32,450",200,-0.61%,500,"124,020","32,750","34,200","32,450","32,450","32,600","4,123","34,405","7,067","1,847","7,524",1.30,"2,441","1,800","2,096","1,063",169,2.88,86,"2,427",800,-25.26,13.37,9.22,4.29,2.77,"1,839.6"
381,비츠로테크,"9,300",190,+2.09%,500,"176,339","9,090","9,340","9,030","9,290","9,300","1,623","121,392","6,206","14,271","26,200",0.76,"2,437","3,076","4,098","1,306",333,-1.10,277,459,50,-12.97,20.26,11.11,7.13,1.20,"1,425.0"
