N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
196,한국앤컴퍼니,"13,250",100,-0.75%,500,"33,125","13,400","13,500","13,200","13,250","13,300",441,"60,024","20,870","7,029","94,935",9.68,"12,615","15,661","139,019","106,905","1,190",-5.68,"5,727","31,469","1,300",-12.45,1.91,11.84,4.19,0.34,"2,917.8"
197,영풍,"677,000","11,000",+1.65%,"5,000",869,"674,000","681,000","665,000","678,000","679,000",587,615,128,619,"1,842",4.10,"12,471","31,834","50,009","12,887",467,3.22,853,"64,370","10,000",-44.69,10.52,4.03,1.74,0.34,"36,410.8"
198,롯데관광개발,"17,900",50,-0.28%,500,"189,622","17,950","18,050","17,750","17,950","18,000","3,389","290,684","59,815","57,232","69,276",5.54,"12,400",168,"11,985","9,723",-714,-81.04,-821,"-2,856",0,-341.87,-6.29,-30.43,-9.26,13.27,522.2
199,대한전선,"1,440",135,-8.57%,100,"21,387,179","1,570","1,570","1,430","1,440","1,445","31,178","13,827,419","3,970,433","2,279,984","856,473",1.95,"12,376","15,968","11,995","8,398",566,2.71,27,36,0,70.50,40.14,0.92,0.22,3.82,47.1
200,LX인터내셔널,"31,600","1,800",+6.04%,"5,000","939,151","29,750","31,700","29,550","31,300","31,350","29,137","903,525","14,205","57,710","38,760",24.55,"12,248","112,826","53,959","36,376","1,598",7.14,"3,616","6,935",400,18.59,4.56,23.72,7.04,0.68,664.7
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
201,KODEX 2차전지산업,"18,680",390,-2.05%,0,"939,501","18,925","18,960","18,680","18,750","18,755","17,662","1,591,072","59,514","48,452","64,900",1.41,"12,123",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
202,삼성 레버리지 WTI원유 선물 ETN,"2,405",190,-7.32%,0,"4,485,145","2,365","2,535","2,360","2,390","2,395","10,970","7,629,885","5,201,254","5,012,391","504,000",0.00,"12,121",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
203,대덕전자,"24,450",300,+1.24%,500,"884,916","24,350","24,800","24,150","24,550","24,600","21,735","1,828,730","114,741","225,372","49,417",11.90,"12,082","6,206","8,092","1,714",27,N/A,-87,627,300,N/A,39.00,N/A,N/A,1.89,"2,388.5"
204,에스엘,"24,600",0,0.00%,500,"160,500","25,500","25,550","24,450","24,650","24,700","3,996","128,084","17,750","5,440","48,203",15.00,"11,858","25,050","23,390","9,138",932,10.73,642,"3,016",500,113.67,8.16,4.74,2.78,0.74,"5,940.9"
205,지누스,"74,600",500,-0.67%,500,"21,822","75,100","75,100","73,500","74,700","74,800","1,615","52,313","1,852","1,307","15,800",21.33,"11,787","9,895","8,968","4,824",867,21.10,458,"2,270",729,-16.51,32.91,11.61,5.54,2.43,"5,885.5"
206,종근당,"97,900",700,-0.71%,"2,500","10,187","98,600","99,000","97,800","98,000","98,100",999,"19,111","2,572","11,773","11,988",7.88,"11,736","13,030","9,463","3,947","1,239",20.72,904,"4,364",908,66.19,22.43,17.88,-2.14,4.65,943.0
207,일동제약,"47,150","3,250",-6.45%,"1,000","3,221,555","50,800","51,500","46,300","48,350","48,400","157,233","3,256,942","1,478","4,073","24,803",2.33,"11,695","5,618","6,053","3,507",66,8.58,-130,"-1,046",0,583.26,-45.08,-5.13,10.35,2.04,"1,984.1"
208,HDC현대산업개발,"17,700",500,+2.91%,"5,000","1,532,634","17,400","18,150","17,250","17,800","17,850","27,305","1,220,150","122,758","168,617","65,907",12.19,"11,649",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
209,TIGER 2차전지테마,"19,065",345,-1.78%,0,"514,339","19,330","19,380","19,065","19,110","19,120","10,026","892,670","212,047","227,622","61,100",1.02,"11,633","36,702","61,161","33,731","5,857",-12.96,"2,202","4,602",600,6.21,3.84,8.85,4.18,0.40,733.1
210,코리안리,"9,640",60,-0.62%,500,"147,215","9,690","9,690","9,560","9,660","9,670","1,418","216,682","14,376","10,912","120,369",31.68,"11,604","113,010","125,199","100,640","1,923",5.91,"1,421","1,305",450,-23.05,7.39,5.78,1.17,0.39,"4,203.4"
211,코스모신소재,"38,350",650,-1.67%,"1,000","100,592","38,900","39,050","38,200","38,400","38,450","3,872","164,469","31,510","6,559","30,087",5.99,"11,538","2,043","3,623","1,855",124,-16.26,117,780,0,443.51,49.23,7.16,3.74,5.63,413.5
212,금호타이어,"3,980",10,-0.25%,"5,000","143,102","4,020","4,045","3,975","3,980","3,985",571,"340,928","38,018","10,241","287,260",3.89,"11,447","21,707","38,462","26,786",-45,-8.38,-829,-250,N/A,-107.79,-15.94,-6.74,-2.13,1.01,-17.9
213,솔루엠,"22,850",450,-1.93%,500,"82,624","23,200","23,200","22,800","22,850","22,900","1,903","100,262","29,704","17,457","50,006",8.04,"11,401","10,765","4,544","3,377",564,17.83,389,537,0,9.97,42.46,43.26,9.78,4.19,518.4
214,TIGER 미국필라델피아반도체나스닥,"10,820",240,-2.17%,0,"1,171,100","10,945","10,945","10,680","10,815","10,820","12,638","814,128","117,274","243,823","105,100",0.49,"11,372",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
215,SK네트웍스,"4,540",5,-0.11%,"2,500","202,418","4,545","4,585","4,510","4,540","4,545",196,478,32,13,"1,113",5.97,"11,256","17,406","40,602","7,251",535,-23.01,"1,083","227,848","1,550",-72.12,4.44,3.26,2.57,0.22,"60,940.4"
216,태광산업,"1,011,000","21,000",-2.03%,"5,000",191,"1,031,000","1,036,000","1,010,000","1,016,000","1,017,000",922,"442,221","32,284","25,034","248,188",11.17,"11,255","106,259","87,735","65,282","1,239",-18.60,421,189,120,13.33,23.99,1.63,0.45,0.46,241.7
217,하나투어,"79,800",100,+0.13%,500,"50,269","79,400","80,400","78,100","79,600","79,700","3,989","68,940","3,466","14,649","13,939",6.18,"11,123","1,096","7,033","5,779","-1,149",-82.17,"-2,186","-6,718",N/A,"-1,639.76",-11.88,-108.93,-25.55,9.96,"2,289.3"
218,신한 레버리지 WTI원유 선물 ETN(H),"1,890",170,-8.25%,0,"3,519,832","1,875","1,995","1,865","1,885","1,890","6,779","3,885,057","4,792,522","4,484,835","580,000",0.00,"10,991",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
219,LG생활건강우,"520,000","8,000",-1.52%,"5,000","3,150","526,000","528,000","516,000","517,000","520,000","1,638","5,482","1,023",290,"2,100",83.90,"10,918",N/A,N/A,N/A,N/A,N/A,N/A,"47,665",N/A,N/A,10.91,N/A,N/A,1.62,N/A
220,녹십자홀딩스,"23,200",200,-0.85%,500,"40,336","23,150","23,450","23,100","23,200","23,250","1,782","191,128","40,550","56,534","100,009",1.43,"10,901","23,424","22,577","12,850","1,108",-3.53,669,"1,720",100,219.80,6.34,7.18,5.99,1.10,"3,444.8"
221,KG동부제철,"10,900",50,+0.46%,"5,000","162,470","10,850","11,200","10,850","10,850","10,900",720,"42,097","6,483","3,815","39,114",0.81,"10,893","8,376","8,178","2,661","1,226",-7.99,854,"121,227","1,000",-18.68,0.23,16.59,2.90,0.97,74.8
222,F&F홀딩스,"27,850",350,-1.24%,500,"25,945","28,000","28,450","27,350","27,850","27,900",940,"128,534","12,661","11,805","47,028",5.80,"10,887","17,193","32,412","15,677",707,15.11,"1,800","3,176",500,5.97,7.29,19.74,11.36,0.58,"7,178.2"
223,신세계인터내셔날,"152,000",500,+0.33%,"5,000","19,490","152,000","152,500","150,500","152,000","152,500","2,954","37,786","7,664","9,506","7,140",5.37,"10,853","13,255","11,475","5,062",338,-6.98,510,"10,793","1,100",-60.04,14.08,8.24,4.48,1.58,"1,693.3"
224,SK가스,"116,500","2,500",-2.10%,"5,000","37,378","118,500","119,000","116,000","116,000","116,500","4,375","50,678","11,999","7,187","9,230",5.40,"10,753","44,123","44,989","26,002","1,902",-10.52,"-1,540","-9,027",0,-267.90,-6.49,-52.61,-11.68,6.54,125.1
225,제이콘텐트리,"58,600","1,700",+2.99%,"5,000","301,006","58,000","59,100","57,300","58,500","58,700","17,532","242,752","7,946","53,931","18,349",1.86,"10,752","3,639","14,755","12,116",-568,-31.37,"2,654","26,876","4,000",0.32,4.32,14.91,6.18,0.49,"4,087.4"
226,CJ CGV,"26,100",150,-0.57%,500,"126,510","26,350","26,350","25,850","26,100","26,150","3,301","272,360","31,852","43,619","40,809",3.69,"10,651","5,834","43,549","40,670","-3,887",-69.96,"-7,516","-16,232",0,-418.64,-1.61,-314.44,-16.93,8.17,"-1,857.5"
227,TIGER TOP10,"12,065",315,-2.54%,0,"197,333","12,280","12,285","12,050","12,080","12,085","2,388","144,028","70,561","53,475","88,200",0.22,"10,637",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
228,한화투자증권,"4,895",115,-2.30%,"5,000","752,942","4,980","4,985","4,865","4,905","4,910","3,697","1,139,280","81,839","24,761","214,548",6.21,"10,502","27,526","118,590","106,068","1,000",75.19,671,595,0,-10.64,8.23,5.58,0.62,0.67,15.0
229,대한유화,"161,500","2,500",-1.52%,"5,000","19,839","163,000","166,500","160,500","161,000","161,500","3,221","39,533","10,652","3,622","6,500",12.19,"10,498","25,149","24,789","4,497","1,794",33.57,"1,499","23,067",N/A,5.44,7.00,7.64,6.51,0.49,"4,859.3"
230,KODEX 단기채권PLUS,"103,690",10,+0.01%,0,"4,830","103,685","103,690","103,685","103,685","103,690",500,"5,476","32,184","26,102","10,110",0.00,"10,483",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
231,LG전자우,"60,200",500,-0.82%,"5,000","14,152","60,700","60,700","59,700","60,200","60,300",850,"17,281","8,925","3,157","17,186",40.66,"10,346",N/A,N/A,N/A,N/A,N/A,N/A,"6,931",N/A,N/A,8.69,N/A,N/A,0.62,N/A
232,대한해운,"3,170",245,+8.38%,500,"21,586,238","2,960","3,175","2,925","3,105","3,115","66,526","4,344,952","136,850","656,645","319,177",5.72,"10,118","8,841","33,456","24,923","1,459",-12.09,275,733,0,13.32,4.32,1.10,6.57,1.48,"5,337.6"
233,한국콜마,"44,150","1,400",-3.07%,500,"141,387","45,400","45,850","44,000","44,050","44,100","6,310","150,265","9,220","2,862","22,881",26.14,"10,102","13,221","24,896","14,904","1,217",-4.12,"1,606","6,927",345,21.88,6.37,29.27,0.37,0.32,290.8
234,동양생명,"6,250",40,+0.64%,"5,000","79,743","6,240","6,330","6,150","6,170","6,180",497,"98,783","20,802","3,265","161,359",82.45,"10,085","69,490","362,530","331,605","1,776",11.11,"1,286","1,676",220,61.05,3.74,4.52,4.09,1.24,"8,208.8"
235,제주항공,"20,150",700,-3.36%,"1,000","193,297","20,700","20,800","20,100","20,150","20,200","3,924","205,436","33,099","8,506","49,760",0.82,"10,027","3,770","11,686","9,518","-3,358",-72.76,843,"3,720","1,800",-8.49,13.49,8.28,0.82,0.79,365.1
236,이노션,"50,100","1,200",-2.34%,500,"19,813","50,800","50,900","50,000","50,000","50,100",995,"35,910","6,739","3,334","20,000",31.92,"10,020","12,211","20,440","12,600","1,115",-4.18,"-3,065","-6,357",0,-921.04,-3.17,-113.11,-23.25,-329.83,-9.8
237,한올바이오파마,"18,950",400,-2.07%,500,"62,882","19,200","19,400","18,900","18,900","18,950","1,199","144,117","23,264","5,922","52,241",5.86,"9,900",886,"2,201",389,59,-18.30,198,309,N/A,-65.27,61.33,12.29,9.61,5.92,498.0
238,화승엔터프라이즈,"16,300",0,0.00%,500,"42,246","16,200","16,550","16,100","16,250","16,300",690,"67,816","6,848","17,961","60,575",3.15,"9,874","11,158","11,550","6,175",625,-7.14,415,347,45,-26.90,46.97,9.26,3.89,1.82,"1,174.0"
239,다우기술,"22,000",150,+0.69%,500,"33,115","21,650","22,100","21,650","22,000","22,050",724,"33,980","12,462","17,373","44,867",21.97,"9,871","47,329","386,222","353,771","10,154",63.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
240,KBSTAR 200,"36,775",565,-1.51%,0,"31,351","37,285","37,285","36,650","36,775","36,785","1,154","38,711","30,041","22,291","26,800",0.04,"9,856",N/A,N/A,N/A,N/A,N/A,"6,794","7,798",500,100.06,2.81,18.85,2.14,0.50,"7,109.1"
241,미원에스씨,"192,000","1,000",-0.52%,500,"1,287","193,000","194,500","191,500","192,000","193,000",248,"1,674",798,131,"5,100",0.63,"9,792","3,720","3,271",660,492,-1.55,347,"13,396","1,700",5.62,14.33,13.58,10.85,3.09,"10,034.1"
242,KODEX 코스닥150 레버리지,"11,395",535,-4.48%,0,"8,769,811","11,770","11,800","11,380","11,410","11,420","101,244","11,336,005","218,601","58,794","85,800",2.52,"9,777",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.26,901.4
243,SK리츠,"6,300",50,+0.80%,500,"120,899","6,250","6,310","6,230","6,300","6,310",760,"195,165","38,810","70,418","155,021",0.08,"9,766",171,"18,827","11,065",135,N/A,63,52,53,N/A,121.15,N/A,N/A,N/A,N/A
244,서울가스,"195,000",500,-0.26%,"5,000","2,846","197,500","199,000","195,000","195,500","196,000",558,"3,625","2,138","2,119","5,000",7.24,"9,750","12,807","16,897","6,552",80,-5.90,"1,312",249,"16,750",-23.60,783.13,13.14,8.02,0.74,"2,989.7"
245,코스맥스,"84,700","1,400",-1.63%,500,"51,231","85,800","86,400","84,500","84,600","84,700","4,361","72,995","8,765","1,222","11,350",24.18,"9,613","13,829","11,890","9,171",666,3.93,-291,"4,713",0,23.42,17.97,6.23,-2.43,1.77,"7,082.3"
246,KODEX 인버스,"4,345",75,+1.76%,0,"19,850,531","4,290","4,360","4,290","4,340","4,345","86,368","31,715,691","7,490,893","4,436,147","216,400",2.09,"9,416","25,936","25,520","11,056","1,212",5.81,719,"7,895",600,194.61,4.26,5.09,2.81,0.58,931.3
247,풍산,"33,550",700,+2.13%,"5,000","332,991","33,150","34,150","33,100","33,650","33,750","11,249","199,092","20,488","38,881","28,024",12.32,"9,403",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
248,KCC글라스,"58,300",200,-0.34%,"1,000","18,705","58,500","58,800","57,900","58,400","58,500","1,089","26,695","4,591","4,114","15,971",10.08,"9,295","7,087","17,178","3,980",358,N/A,"1,323","13,247","2,100",N/A,4.39,N/A,N/A,0.68,"8,171.2"
249,KODEX 200TR,"11,995",190,-1.56%,0,"49,828","12,160","12,160","11,965","12,005","12,010",598,"1,683,093","46,873","33,178","77,250",0.02,"9,266",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.01,2.97,"3,868.2"
250,미원상사,"186,000",500,-0.27%,500,"2,586","187,000","187,000","184,500","185,000","185,500",481,"1,123","1,064",248,"4,970",3.90,"9,244","2,950","3,290",614,429,18.00,518,"12,771",700,32.93,14.56,21.07,N/A,N/A,N/A
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
251,더블유게임즈,"50,100",700,-1.38%,500,"31,165","50,700","50,800","49,700","49,800","49,850","1,558","36,458","6,134","4,485","18,375",10.41,"9,206","6,582","10,232",953,"1,942",28.09,"1,248","6,921",350,25.60,7.24,16.94,11.90,1.04,"7,861.0"
252,영진약품,"5,030",20,-0.40%,500,"490,354","5,060","5,110","5,000","5,030","5,040","2,474","800,547","46,322","77,089","182,893",3.88,"9,200","2,085","1,881",737,4,-5.47,-1,-67,0,-96.18,-75.07,-0.12,-0.07,8.78,25.1
253,휴켐스,"22,300",50,+0.22%,"1,000","55,955","22,300","22,450","22,050","22,300","22,350","1,241","107,386","20,613","24,467","40,879",5.64,"9,116","5,935","8,666","1,794",952,-10.04,"1,470","7,336","1,200",140.01,2.45,7.35,0.72,0.46,434.2
254,대신증권,"17,950",50,+0.28%,"5,000","112,666","17,850","18,100","17,800","18,000","18,050","2,025","113,261","41,813","54,788","50,773",14.84,"9,114","28,680","215,038","194,265","2,392",6.35,357,"1,476",500,-23.59,15.41,10.97,3.24,2.01,"2,142.7"
255,한세실업,"22,750",250,-1.09%,500,"275,999","23,250","23,750","22,700","22,800","22,850","6,411","281,711","18,101","10,985","40,000",5.68,"9,100","16,983","10,211","5,997",649,5.16,498,"1,603","1,000",-10.45,13.88,7.51,5.59,1.24,"1,672.2"
256,세방전지,"64,700","1,500",-2.27%,500,"19,731","65,800","66,000","64,500","64,800","64,900","1,282","37,098","5,810","1,454","14,000",27.29,"9,058","12,528","15,143","3,782",863,9.99,667,"5,281",500,-18.29,12.25,6.14,4.41,0.74,"16,012.4"
257,효성화학,"282,500","5,500",-1.91%,"5,000","8,676","288,000","289,500","281,500","284,500","285,500","2,471","25,275","1,669","1,524","3,190",7.51,"9,004",889,"2,868","3,131",-58,-12.95,-509,64,0,53.11,58.52,"-2,195.07",-14.18,7.28,-74.8
258,흥아해운,"3,735",285,+8.26%,500,"26,343,092","3,465","3,840","3,455","3,665","3,670","97,103","3,277,833","38,391","120,066","240,425",0.75,"8,996","18,172","24,174","20,150",609,0.26,-116,"30,298",N/A,-60.41,9.31,-2.71,-0.52,1.68,"2,486.2"
259,GKL,"14,450",100,-0.69%,500,"134,225","14,550","14,550","14,250","14,400","14,450","1,932","328,044","77,589","54,276","61,856",2.40,"8,938","1,845","7,084","2,221",-888,-62.41,-643,"-1,804",N/A,-191.74,-8.01,-12.01,-7.95,2.19,"1,472.7"
260,제이알글로벌리츠,"5,380",10,+0.19%,"1,000","421,086","5,390","5,390","5,360","5,370","5,380","2,262","549,135","188,615","141,558","165,600",6.72,"8,926",543,"18,206","10,058",234,N/A,181,N/A,190,4.87,N/A,N/A,N/A,N/A,396.8
261,해성디에스,"52,200",200,-0.38%,"5,000","90,175","52,200","52,700","51,200","52,600","52,700","4,687","115,098","10,590","11,145","17,000",6.33,"8,891","4,587","3,832","1,514",435,20.28,300,"2,893",450,61.04,18.08,13.62,8.45,3.27,172.8
262,오리온홀딩스,"14,000",200,-1.41%,500,"55,181","14,200","14,250","13,900","14,000","14,050",772,"61,898","37,773","22,199","62,645",5.26,"8,770","22,805","44,976","10,028","3,086",8.41,"2,185","1,251",650,15.74,11.19,3.98,4.93,0.41,"6,095.2"
263,한섬,"35,600",750,-2.06%,500,"20,281","36,350","36,500","35,550","35,600","35,650",726,"36,082","6,087","2,012","24,630",28.46,"8,768","11,959","14,385","3,125","1,021",-5.07,849,"4,351",450,-4.22,8.18,7.85,6.15,0.66,"9,309.6"
264,보령제약,"12,750",100,-0.78%,500,"63,096","12,850","12,900","12,650","12,750","12,800",805,"119,985","51,355","32,228","68,690",7.09,"8,758","5,619","6,480","3,077",400,7.17,269,647,75,2.36,19.71,8.62,4.65,1.79,"1,415.6"
265,부광약품,"12,150",150,-1.22%,500,"940,206","12,300","12,550","12,050","12,050","12,100","11,551","1,117,145","154,907","122,561","71,063",4.26,"8,599","1,697","4,010","1,298",40,0.87,-101,-62,137,-57.77,-195.16,-2.46,-2.56,3.32,841.9
266,TIGER 200 IT,"33,425",960,-2.79%,0,"143,459","34,225","34,225","33,405","33,475","33,485","4,818","118,045","9,774","12,511","25,560",0.06,"8,540",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1.67,1.48,-2.9
267,진에어,"16,350",300,-1.80%,"1,000","103,058","16,600","16,600","15,950","16,350","16,400","1,676","230,869","44,477","14,979","52,200",2.56,"8,535","2,718","5,568","4,586","-1,847",-70.14,"-1,904","-4,967",0,-278.29,-3.29,-131.35,N/A,N/A,N/A
268,프레스티지바이오파마,"14,200",500,-3.40%,0,"71,301","14,700","14,700","14,150","14,250","14,300","1,020","66,794","30,239","5,663","60,096",62.15,"8,534",N/A,"6,053",286,-175,N/A,-64,-538,0,-63.42,-26.39,-1.78,-30.19,-378.19,141.4
269,쿠쿠홈시스,"37,850",500,-1.30%,100,"16,597","38,000","38,200","37,700","37,800","37,850",628,"30,296","4,910",879,"22,437",4.59,"8,499","8,905","11,208","3,388",962,1.75,768,"21,205","1,400",13.56,4.51,10.29,6.99,0.84,"1,748.5"
270,유니드,"95,500","1,700",+1.81%,"5,000","76,242","93,000","96,100","92,100","95,700","95,800","7,189","101,925","1,563","1,949","8,890",12.94,"8,493","7,866","7,081","1,721","1,358",18.52,866,"6,513",600,12.60,5.81,15.94,12.97,1.36,"22,486.0"
271,덴티움,"76,400","1,500",+2.00%,500,"513,196","74,100","78,000","73,100","75,900","76,100","38,684","1,711,044","4,514","2,687","11,069",17.78,"8,446","2,297","5,102","2,816",396,-9.04,222,"4,363",200,-11.33,17.49,10.34,4.20,2.42,"3,949.6"
272,SGC에너지,"57,200",0,0.00%,"5,000","55,445","57,200","57,800","55,900","57,200","57,500","3,142","92,399","1,474","8,906","14,677",3.03,"8,395","1,065","26,657","19,976",70,-62.52,262,"4,054","1,500",525.76,14.11,6.24,1.56,1.45,700.0
273,현대그린푸드,"8,520",30,-0.35%,500,"116,319","8,570","8,570","8,460","8,510","8,520",990,"220,104","18,723","10,408","97,704",9.54,"8,324","32,385","30,685","8,783",786,3.65,816,811,210,-12.59,10.51,4.07,2.70,0.40,"3,381.2"
274,아모레퍼시픽우,"78,600",400,-0.51%,500,"11,193","78,500","79,700","78,500","78,800","78,900",886,"13,655",524,"3,532","10,558",63.61,"8,298",N/A,N/A,N/A,N/A,N/A,N/A,"2,593",N/A,N/A,30.31,N/A,N/A,1.12,N/A
275,엠씨넥스,"45,450","1,400",-2.99%,500,"86,054","46,850","46,900","45,450","45,500","45,550","3,951","129,079","14,321","2,358","17,974",9.68,"8,178","13,113","4,534","2,005",592,3.44,384,"1,055",500,-47.67,43.13,16.10,8.27,2.91,"2,788.6"
276,대성홀딩스,"50,600",200,-0.39%,"1,000","41,495","50,900","50,900","50,300","50,700","50,800","2,098","57,500","16,987","10,714","16,089",6.08,"8,141","8,895","11,811","5,995",274,-3.16,477,522,250,14.74,96.93,9.73,4.12,1.76,"2,921.9"
277,동원산업,"213,000","1,500",+0.71%,"5,000","2,142","211,000","213,000","210,000","212,000","212,500",453,"8,401",966,504,"3,678",8.50,"7,833","28,573","31,060","18,109","3,065",6.51,"2,436","55,670","5,000",58.34,3.83,21.01,8.00,0.51,"7,050.2"
278,SBS,"42,600",650,-1.50%,"5,000","24,762","43,000","43,500","42,550","42,650","42,700","1,067","24,588","9,324","2,054","18,253",0.00,"7,776","8,603","11,704","6,034",691,5.22,-619,"8,655",0,448.94,4.92,-12.32,-5.12,1.15,469.8
279,SPC삼립,"89,900","1,500",+1.70%,"5,000","30,357","88,900","91,300","88,200","89,400","89,500","2,720","56,192",665,"3,665","8,629",2.73,"7,749","25,427","11,819","8,789",511,1.74,-124,"3,035","1,104",8.83,29.59,-3.98,-1.04,2.28,689.3
280,대상,"22,200",250,-1.11%,"1,000","42,779","22,500","22,500","22,200","22,200","22,250",953,"90,294","25,116","11,031","34,648",10.77,"7,692","31,132","25,283","14,268","1,744",5.03,"1,270","2,585",700,34.34,8.61,12.02,5.17,0.68,"3,116.4"
281,SK디스커버리,"39,950",900,-2.20%,"5,000","23,450","41,000","41,000","39,900","40,050","40,100",941,"19,914","6,522","3,568","19,038",7.59,"7,606","45,195","56,216","30,053","1,730",-9.99,"3,555","9,625","1,000",-0.56,4.15,14.71,6.69,0.34,"2,638.2"
282,우리종금,869,12,-1.36%,500,"1,045,641",886,886,868,868,869,913,"3,023,484","172,206","61,560","874,203",2.01,"7,597","2,563","43,325","38,036",687,24.96,629,93,10,27.61,9.34,14.05,1.63,1.29,21.1
283,LX홀딩스,"9,790",60,-0.61%,"1,000","92,459","9,840","9,880","9,770","9,780","9,790",906,"99,417","22,418","12,632","76,281",9.83,"7,476",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.56,N/A
284,유나이티드제약,"45,700",100,+0.22%,500,"171,211","45,500","46,650","45,400","45,750","45,800","7,895","72,677","15,519","4,867","16,245",9.67,"7,424","2,159","3,534",765,401,-2.42,266,"1,800",350,16.38,25.39,10.01,7.77,2.27,"3,581.9"
285,롯데제과,"114,500","1,000",-0.87%,500,"1,258","114,500","115,500","114,000","114,500","115,000",144,"4,766","2,306","1,090","6,417",17.79,"7,347","20,760","26,430","13,631","1,126",-0.81,417,"8,787","1,600",15.64,13.03,3.42,1.56,0.58,"38,902.8"
286,현대일렉트릭,"20,350",350,-1.69%,"5,000","67,286","20,700","20,750","20,000","20,250","20,300","1,366","91,960","24,566","8,800","36,047",14.24,"7,336","18,113","22,726","15,934",727,2.27,-402,181,N/A,146.40,112.43,-5.84,-1.78,1.03,244.2
287,유안타증권,"3,635",35,-0.95%,"5,000","108,180","3,670","3,675","3,625","3,645","3,650",394,"149,233","31,165","16,469","199,597",63.77,"7,255","27,039","149,482","135,612","1,226",26.84,"1,050","1,134",125,70.76,3.21,7.92,0.77,0.48,35.8
288,디티알오토모티브,"72,400","1,000",-1.36%,500,"9,440","73,400","73,500","71,100","71,500","72,400",682,"10,618","1,293",370,"9,994",4.38,"7,236","8,239","9,618","3,071",714,-11.39,484,"5,615","2,000",-11.00,12.89,7.48,5.17,0.93,"18,463.8"
289,미래에셋생명,"4,085",10,+0.25%,"5,000","30,748","4,075","4,090","4,050","4,080","4,085",125,"47,678","4,158","10,752","177,016",4.33,"7,231","36,283","406,290","383,439","1,153",4.09,798,152,100,-18.04,26.88,3.45,0.20,0.33,136.4
290,삼양홀딩스,"84,000","1,000",-1.18%,"5,000","5,242","84,600","85,800","83,400","83,700","83,900",441,"9,937",659,270,"8,564",8.12,"7,194","24,712","38,936","17,378","1,703",-0.70,"1,433","29,506","2,250",114.59,2.85,6.96,3.83,0.36,"3,264.5"
291,코리아써키트,"30,400",350,-1.14%,500,"518,161","30,600","31,600","30,350","30,400","30,450","16,110","677,341","37,385","11,723","23,621",4.70,"7,169","9,021","9,217","3,554",134,66.01,-118,925,N/A,-3.31,32.81,3.39,-1.68,2.18,"2,429.0"
292,HANARO 200,"36,600",565,-1.52%,0,"17,134","36,975","36,980","36,505","36,580","36,590",629,"25,918","31,639","26,784","19,500",0.09,"7,138",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
293,현대홈쇼핑,"58,700",100,-0.17%,"5,000","5,307","58,800","58,900","58,200","58,700","58,900",310,"10,239","7,221",848,"12,000",28.92,"7,037","10,458","6,043","3,020",197,86.87,107,964,100,-35.34,11.26,8.79,2.18,2.16,"4,079.1"
294,드림텍,"10,850",250,-2.25%,100,"196,817","11,050","11,050","10,800","10,850","10,900","2,143","410,434","107,339","69,037","64,854",20.92,"7,032","22,987","26,886","8,910","1,549",4.16,"1,127","12,124","2,200",18.83,4.83,6.39,4.35,0.35,"3,017.8"
