N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
780,ARIRANG ESG가치주액티브,"8,830",115,-1.29%,0,"2,995","8,915","8,915","8,810","8,810","8,830",26,"1,838","35,038","19,664","13,500",0.15,"1,192",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
781,두올,"3,600",45,-1.23%,"2,500","560,907","3,720","3,765","3,565","3,580","3,590","2,051","427,938","32,330","10,308","33,067",1.11,"1,190","2,645","2,472",500,192,-4.61,148,697,90,2.48,5.98,7.20,6.11,0.52,"1,280.8"
782,대창단조,"4,160",15,+0.36%,500,"142,914","4,140","4,245","4,115","4,195","4,200",598,"135,109","5,327","15,581","28,572",6.86,"1,187","4,658","4,057","2,223",203,-0.02,57,420,80,-26.58,8.55,3.00,1.49,0.61,119.2
783,삼원강재,"2,965",15,-0.50%,500,"8,472","2,980","2,980","2,945","2,960","2,965",25,"23,271","9,401","9,562","40,000",0.68,"1,186","3,000","2,707",520,95,21.94,88,220,105,-4.44,13.48,4.08,3.33,0.54,993.4
784,삼성공조,"14,550",300,-2.02%,500,"3,206","14,800","14,800","14,500","14,550","14,600",46,"10,656","5,531","2,870","8,126",1.65,"1,182",638,"2,582",356,-13,-15.23,54,"1,157",80,68.14,12.58,2.46,2.09,0.52,"5,301.9"
785,삼호개발,"4,725",55,+1.18%,500,"38,821","4,730","4,790","4,655","4,725","4,740",182,"56,386","5,528","14,776","25,000",5.55,"1,180","3,634","3,128","1,014",136,-0.33,188,711,190,-42.17,6.64,9.26,6.14,0.49,"1,637.9"
786,오리엔트바이오,992,18,-1.78%,500,"819,965","1,020","1,020",989,990,991,819,"1,349,854","84,481","76,673","118,583",0.68,"1,176",520,710,214,23,39.79,-153,-55,N/A,118.68,-18.04,-29.70,-20.76,2.23,-15.4
787,시디즈,"58,500",300,-0.51%,500,693,"58,600","59,000","58,400","58,500","58,600",40,755,908,311,"2,000",2.59,"1,170","2,275",958,470,197,17.94,173,"8,491",300,128.41,6.89,42.92,21.30,1.63,"5,152.0"
788,계양전기,"3,585",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"32,600",3.52,"1,169","3,797","2,923",997,28,1.24,100,190,35,-13.48,18.87,5.30,3.49,0.60,"1,033.9"
789,남광토건,"11,850",200,-1.66%,"5,000","12,144","12,050","12,050","11,800","11,850","11,900",144,"32,416","5,320","8,921","9,829",1.35,"1,168",737,879,367,38,3.89,30,196,N/A,294.33,114.80,6.06,3.35,2.23,99.7
790,조비,"22,400","1,500",+7.18%,"5,000","3,453,553","21,050","25,450","21,050","22,200","22,250","82,527","57,853","29,157","6,349","5,192",0.86,"1,165","2,380","2,040","1,377",152,0.75,138,"1,776",0,215.61,6.67,23.10,6.77,1.52,110.4
791,삼일제약,"8,570",30,-0.35%,500,"65,591","8,740","8,750","8,510","8,560","8,570",563,"248,190","14,570","4,835","13,537",2.45,"1,160","1,230","1,917","1,281",65,1.56,13,-206,75,35.57,-41.60,2.13,0.71,1.50,922.9
792,보락,"1,930",5,-0.26%,200,"115,535","1,950","1,950","1,910","1,930","1,935",222,"234,316","42,830","56,636","59,900",2.70,"1,156",383,541,101,1,6.00,4,27,4,-77.15,71.48,0.90,0.72,2.55,267.9
793,SK우,"204,000","2,000",-0.97%,200,711,"204,500","205,000","201,000","203,000","203,500",144,670,453,64,566,0.71,"1,155",N/A,N/A,N/A,N/A,N/A,N/A,"8,557",N/A,N/A,23.84,N/A,N/A,0.52,N/A
794,휴니드,"8,160",120,-1.45%,"5,000","161,693","8,290","8,300","8,100","8,110","8,130","1,318","386,230","21,950","7,172","14,116",26.01,"1,152","1,981","2,505","1,312",106,1.75,57,"1,373",N/A,20.73,5.94,4.86,2.23,0.82,81.1
795,크라운제과,"9,180",50,-0.54%,200,"14,394","9,160","9,220","9,110","9,140","9,150",131,"65,127","8,831","1,565","12,524",2.17,"1,150","3,815","3,270","1,744",235,-1.31,162,959,250,-11.57,9.56,11.00,4.91,0.73,"5,813.4"
796,KODEX 단기변동금리부채권액티브,"103,215",0,0.00%,0,440,"103,220","103,220","103,215","103,215","103,220",45,"4,348","9,085","10,377","1,108",0.10,"1,144",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
797,KINDEX 미국WideMoat가치주,"17,810",205,-1.14%,0,"19,821","17,960","18,005","17,660","17,790","17,815",354,"9,225",826,"26,431","6,400",0.00,"1,140",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
798,조흥,"189,500","2,500",-1.30%,"5,000",33,"190,500","192,000","189,500","189,500","191,500",6,146,141,141,600,0.00,"1,137","2,226","2,483","1,151",118,14.12,75,"26,124","6,000",-4.56,7.25,5.72,3.22,0.79,"4,341.0"
799,아모레G우,"17,600",150,-0.85%,500,"5,632","17,750","17,900","17,550","17,550","17,600",99,"6,387","1,260","4,345","6,444",40.61,"1,134",N/A,N/A,N/A,N/A,N/A,N/A,"1,781",N/A,N/A,9.88,N/A,N/A,0.47,N/A
800,상상인증권,"1,160",15,-1.28%,"1,000","107,700","1,185","1,185","1,160","1,160","1,165",126,"241,086","106,182","108,725","97,506",0.90,"1,131",364,"5,133","3,400",29,6.70,154,"3,400",125,-29.10,2.14,12.93,4.54,0.71,"1,342.2"
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
801,상상인증권,"1,160",15,-1.28%,"1,000","108,012","1,185","1,185","1,160","1,160","1,165",126,"241,086","105,979","108,725","97,506",0.90,"1,136",364,"5,133","3,400",29,6.70,154,"3,400",125,-29.10,2.14,12.93,4.54,0.71,"1,342.2"
802,두산2우B,"125,500","3,000",-2.33%,"5,000","13,085","130,500","137,000","122,000","123,500","124,500","1,678","33,446",886,193,893,0.01,"1,121",N/A,N/A,N/A,N/A,N/A,N/A,"-1,736",N/A,N/A,-72.29,N/A,N/A,1.12,N/A
803,덕양산업,"3,435",55,-1.58%,500,"88,481","3,480","3,480","3,420","3,445","3,450",304,"259,747","30,213","14,416","32,565",0.62,"1,119","12,920","5,130","4,573",-5,-4.96,-90,33,0,90.55,104.09,-12.70,-1.76,2.11,36.4
804,콤텍시스템,924,1,+0.11%,500,"509,189",926,931,913,924,925,470,"475,718","80,896","69,722","121,051",1.38,"1,119","2,386","1,857",861,17,N/A,-4,-3,0,N/A,-308.00,N/A,N/A,0.82,179.6
805,대구백화점,"10,300",200,+1.98%,"5,000","2,146","10,450","10,450","10,000","10,200","10,300",21,"4,304",755,"5,984","10,822",0.57,"1,115",911,"5,087","2,463",-176,-10.22,-178,"-2,070",100,-23.28,-4.98,-6.63,-3.01,0.35,404.8
806,태평양물산,"2,310",10,-0.43%,500,"115,966","2,335","2,335","2,305","2,305","2,310",268,"188,860","46,470","16,559","48,150",1.85,"1,112","7,850","6,760","4,987",-20,-19.21,-124,-340,N/A,-104.55,-6.79,-7.14,-1.92,0.71,451.5
807,CJ우,"49,100",400,-0.81%,"5,000",456,"49,450","49,500","49,000","49,150","49,200",22,"1,354",590,519,"2,260",8.34,"1,110",N/A,N/A,N/A,N/A,N/A,33,540,220,-48.30,20.56,3.84,3.25,0.93,"1,970.9"
808,남성,"3,055",35,-1.13%,500,"91,451","3,100","3,100","3,020","3,045","3,050",280,"189,454","20,928","9,533","36,212",1.44,"1,108",92,"1,682",547,89,207.15,N/A,"1,154",N/A,N/A,42.55,N/A,N/A,0.32,N/A
809,이지스레지던스리츠,"5,370",10,+0.19%,"1,000","20,267","5,360","5,380","5,320","5,360","5,370",108,"16,862","29,459","22,042","20,600",0.75,"1,106",925,"1,933","1,178",-25,26.84,81,393,N/A,244.81,13.69,7.32,5.53,0.98,450.8
810,제일연마,"11,050",0,0.00%,500,"304,732","10,850","11,350","10,750","11,000","11,050","3,364","2,519,707","41,961","33,112","10,000",4.11,"1,105",732,987,128,36,-9.75,-162,-318,35,-632.45,-9.61,-19.75,-8.13,1.26,322.4
811,새론오토모티브,"5,750",50,-0.86%,500,"4,409","5,800","5,840","5,730","5,760","5,770",25,"35,018","3,786","2,396","19,200",66.62,"1,104","1,357","2,481",302,-27,-11.17,62,754,150,28.66,7.63,2.86,2.44,0.47,"2,192.0"
812,토니모리,"4,585",40,-0.86%,200,"181,251","4,655","4,690","4,575","4,580","4,585",655,"604,626","32,084","9,296","41,609",2.65,"1,103","9,497","21,950","15,501",273,-15.49,-378,"-1,012",50,-60.38,-2.62,-9.21,-18.21,1.31,"1,784.9"
813,무림페이퍼,"2,650",50,-1.85%,"2,500","247,164","2,700","2,700","2,620","2,645","2,650",839,"494,921","12,848","25,364","24,055",0.16,"1,102","1,135","1,942","1,257",-255,-34.05,-396,-607,0,"-9,184.26",-7.55,-46.89,-1.74,0.28,274.6
814,서울식품,293,1,-0.34%,100,"1,403,700",296,297,292,292,293,413,"2,082,445","572,819","1,138,035","372,317",2.28,"1,091",616,748,464,7,-0.94,112,143,0,"-2,876.72",9.41,20.12,10.78,0.93,185.1
815,우리들휴브레인,"1,340",15,-1.11%,500,"97,845","1,355","1,355","1,330","1,335","1,340",130,"131,990","68,050","19,792","81,323",0.98,"1,090",269,"1,383",622,-24,-52.10,-25,-17,0,107.27,-17.24,-9.36,-3.31,4.01,-22.1
816,대현,"2,455",45,-1.80%,500,"483,401","2,490","2,500","2,450","2,460","2,465","1,193","1,131,579","59,329","25,625","44,282",9.14,"1,087","2,532","2,529",494,71,-15.48,90,268,40,-64.78,9.16,4.48,3.49,0.52,656.0
817,삼영화학,"3,195",35,-1.08%,500,"157,985","3,230","3,250","3,185","3,185","3,190",505,"243,607","49,097","17,203","34,000",2.82,"1,086","1,177","1,090",632,13,5.86,12,44,N/A,245.41,72.61,0.49,1.07,2.32,161.2
818,KBSTAR Fn5G테크,"9,695",100,-1.02%,0,"6,855","9,795","9,795","9,660","9,680","9,695",66,"14,571","14,833","32,553","11,150",0.25,"1,081",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
819,핸즈코퍼레이션,"4,935",0,0.00%,500,"3,300","4,995","4,995","4,865","4,885","4,920",16,"5,811","2,876","1,508","21,863",0.15,"1,079","5,727","8,441","5,294",-52,-7.29,45,105,15,-47.67,23.71,4.67,2.81,1.01,367.7
820,광명전기,"2,485",5,+0.20%,500,"497,827","2,460","2,560","2,460","2,470","2,480","1,247","787,947","36,832","31,629","43,338",2.74,"1,077","1,235","1,659",561,42,-6.31,-82,"-2,183",0,-127.85,-2.26,-2.52,-0.97,0.41,"2,841.8"
821,신영와코루,"119,500",500,-0.42%,"5,000",23,"119,500","119,500","118,500","119,000","119,500",2,743,408,497,900,26.04,"1,076","1,780","3,734",563,5,-0.05,29,"6,341","1,500",139.45,18.85,0.93,0.81,0.33,"6,850.1"
822,TIGER 200선물인버스2X,"2,630",80,+3.14%,0,"3,895,390","2,570","2,645","2,570","2,630","2,635","10,188","3,366,474","3,857,399","3,868,690","40,700",2.60,"1,070",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
823,사조씨푸드,"6,210",320,-4.90%,"1,000","2,518,092","6,530","6,720","6,180","6,200","6,210","16,419","3,980,687","61,888","17,131","17,219",1.31,"1,068","2,145","3,116","1,008",108,-38.53,-639,"-2,467",0,-625.52,-2.46,-148.07,2.38,0.47,"1,158.4"
824,엔에이치스팩19호,"2,080",0,0.00%,100,"35,406","2,070","2,085","2,070","2,075","2,080",73,"67,232","225,971","43,880","51,290",2.63,"1,067",N/A,N/A,N/A,N/A,N/A,78,484,0,10.89,12.81,3.78,-20.82,2.09,58.2
825,KC코트렐,"6,060",0,0.00%,500,"45,251","6,070","6,130","5,970","6,070","6,090",274,"62,444","5,216","11,339","17,600",1.15,"1,067","3,279","2,819","2,696",-447,9.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.07,N/A
826,인팩,"10,650",150,-1.39%,500,"18,785","10,900","10,950","10,450","10,600","10,650",199,"24,450","11,547","7,118","10,000",1.86,"1,065","3,842","3,198","2,053",130,6.48,57,736,150,"3,071.87",14.47,3.55,1.86,1.04,"1,896.1"
827,대신 철광석 선물 ETN(H),"53,040",535,-1.00%,0,382,"54,715","54,715","53,040","53,080","53,400",20,612,"6,726","100,024","2,000",0.00,"1,060",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
828,국제약품,"5,490",100,+1.86%,"1,000","3,513,182","5,420","6,360","5,340","5,480","5,490","20,940","53,939","43,510","8,674","19,276",1.86,"1,057",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
829,한국ANKOR유전,"1,510",5,+0.33%,0,"6,117","1,530","1,530","1,510","1,510","1,515",9,"54,284","20,859","11,355","70,020",0.00,"1,057","3,756","5,304","3,850",253,-30.71,90,"1,268",300,15.45,5.03,6.27,1.75,0.70,793.4
830,지투알,"6,380",40,-0.62%,"1,000","30,322","6,370","6,420","6,250","6,350","6,380",192,"17,280","14,698","5,837","16,567",33.47,"1,056","1,304","1,456",751,60,17.34,22,-98,N/A,8.45,-55.92,3.35,1.57,1.40,136.9
831,TIGER 200 건설,"3,050",20,+0.66%,0,"549,864","3,035","3,060","3,020","3,045","3,050","1,679","832,076","109,057","103,631","34,440",0.23,"1,050",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
832,ARIRANG 코스피TR,"13,955",185,-1.31%,0,34,"14,050","14,050","13,930","13,925","13,955",0,"11,030","24,048","24,059","7,500",0.02,"1,047",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
833,써니전자,"2,990",20,-0.66%,500,"2,326,595","3,025","3,095","2,975","2,980","2,985","7,060","10,202,172","59,122","25,603","34,845",2.87,"1,042",164,654,16,12,-35.89,58,143,N/A,-71.57,20.94,9.92,9.20,1.54,247.4
834,대우부품,"2,180",30,-1.36%,500,"69,313","2,180","2,205","2,170","2,175","2,180",151,"269,295","33,487","23,203","47,646",3.39,"1,039",759,920,571,-10,42.15,-36,-45,N/A,-0.20,-48.44,-10.09,-4.28,2.88,12.8
835,화인베스틸,"3,510",35,+1.01%,500,"184,453","3,510","3,560","3,455","3,520","3,525",647,"284,638","20,199","24,322","29,550",3.92,"1,037",986,"1,778","1,015",-130,-26.82,-155,-533,N/A,-358.23,-6.59,-18.43,-7.99,1.46,382.8
836,인터지스,"3,480",125,+3.73%,500,"122,902","3,375","3,485","3,355","3,365","3,370",418,"135,245","26,590","6,208","29,748",1.68,"1,035","2,925","2,721","1,649",15,-5.57,-175,-41,200,-92.04,-265.85,-14.99,-6.22,0.72,"2,768.8"
837,호전실업,"10,900",150,+1.40%,500,"146,068","10,800","10,900","10,350","10,800","10,850","1,559","467,286","23,013","42,587","9,494",3.41,"1,031",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
838,삼성 인버스 2X 천연가스 선물 ETN B,"2,945",40,+1.38%,0,"734,022","2,990","3,000","2,810","2,950","2,955","2,167","1,162,989","541,642","505,668","35,000",0.00,"1,028","4,583","3,860","1,968",77,-4.15,46,693,0,18.17,4.99,2.81,1.14,0.48,"1,072.5"
839,SOL KIS단기통안채,"100,755",0,0.00%,0,2,"100,760","100,760","100,755","100,755","100,760",0,1,"6,000","5,999","1,018",0.00,"1,026",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
840,KODEX 장기종합채권(AA-이상)액티브KAP,"92,160",455,-0.49%,0,28,"92,165","92,165","92,160","92,205","92,640",2,11,"3,005","2,002","1,112",0.00,"1,025",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
841,서원,"2,155",10,+0.47%,500,"2,741,859","2,145","2,230","2,125","2,140","2,145","5,963","4,536,742","135,330","55,423","47,475",3.81,"1,023","2,381","2,260","1,204",81,-7.61,-57,240,0,1.08,8.96,-5.38,-2.52,0.86,196.8
842,신한 레버리지 은 선물 ETN(H),"10,200",125,-1.21%,0,"29,697","10,170","10,365","10,145","10,205","10,210",303,"60,434","118,578","115,358","10,000",0.00,"1,020",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
843,가온전선,"24,450",200,+0.82%,"5,000","5,423","24,350","24,450","24,000","24,400","24,450",131,"8,537","1,054","5,352","4,160",2.45,"1,017","8,574","5,425","2,789",127,3.27,95,"1,604",600,77.71,15.24,3.65,1.80,0.36,"1,204.7"
844,에넥스,"1,695",40,-2.31%,500,"524,197","1,770","1,770","1,695","1,700","1,705",903,"1,196,882","71,414","19,208","59,992",3.44,"1,017","2,337","1,129",677,-85,-35.73,-89,-185,N/A,-200.81,-9.16,-17.89,-7.26,1.94,71.0
845,지엠비코리아,"5,330",90,-1.66%,500,"16,250","5,420","5,470","5,320","5,330","5,350",87,"25,458","8,015","6,388","19,072",55.75,"1,017","4,458","4,885","2,604",-97,-6.65,-80,318,N/A,-213.47,16.76,-3.69,-1.63,0.45,"2,231.5"
846,조광페인트,"7,910",10,+0.13%,500,"12,265","7,850","7,950","7,780","7,890","7,900",96,"23,380","3,023","3,749","12,800",1.04,"1,012","2,013","3,500","1,476",-48,-1.01,45,"-1,008",200,"-1,212.69",-7.85,2.38,1.35,0.42,"2,800.0"
847,KODEX 미국나스닥100레버리지(합성 H),"7,080",340,-4.58%,0,"2,179,436","7,270","7,270","6,915","7,060","7,070","15,365","745,649","91,214","232,486","14,200",0.74,"1,005",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
848,한솔로지스틱스,"3,650",120,+3.40%,500,"622,259","3,530","3,675","3,480","3,645","3,655","2,249","131,657","31,207","41,445","27,477",4.05,"1,003","7,470","2,666","1,880",303,46.59,-101,-626,0,11.17,-2.44,-63.51,-14.46,0.66,-64.9
849,지코,"1,530",0,0.00%,500,0,0,0,0,0,0,0,0,0,0,"65,497",0.63,"1,002",771,648,533,-42,-3.43,235,855,60,131.75,4.26,35.28,10.16,1.27,925.0
850,KODEX 은선물(H),"5,150",25,-0.48%,0,"198,447","5,140","5,190","5,130","5,145","5,155","1,022","345,909","93,804","130,444","19,400",0.03,999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
851,TIGER 코스피,"28,030",375,-1.32%,0,"8,461","28,345","28,345","27,955","28,050","28,065",237,"48,638","30,138","25,596","3,550",0.03,995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
852,DRB동일,"4,980",90,-1.78%,500,"13,476","5,060","5,080","4,970","4,980","4,985",67,"9,163","3,344","1,149","19,930",1.29,993,"4,966","7,764","3,128",210,-9.21,63,-441,50,-20.49,-11.29,0.66,0.82,0.27,"4,588.0"
853,TIGER 200선물레버리지,"15,000",520,-3.35%,0,"65,741","15,440","15,440","14,920","15,005","15,010",991,"71,581","14,850","13,078","6,600",0.00,989,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
854,현대코퍼레이션홀딩스,"10,850",100,-0.91%,"5,000","3,244","10,950","10,950","10,750","10,800","10,850",35,"9,465","11,484","4,394","9,101",4.45,987,"1,516","2,169",400,101,-17.58,176,"2,140",500,8.82,5.07,9.98,7.70,0.48,390.6
855,미래에셋맵스리츠,"4,890",0,0.00%,"1,000","7,203","4,905","4,905","4,880","4,880","4,890",35,"43,258","33,576","44,145","20,100",0.60,983,58,"2,935","2,001",31,0.96,6,29,121,-15.85,168.62,0.62,0.20,1.05,364.5
856,KOSEF 단기자금,"101,135",0,0.00%,0,80,"101,130","101,135","101,130","101,130","101,135",8,"1,525","14,986","11,254",966,0.00,977,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
857,KODEX 차이나CSI300,"13,935",50,-0.36%,0,"7,991","13,875","14,005","13,875","13,920","13,930",111,"12,833",673,"12,717","7,000",0.00,975,364,"1,231",131,5,-12.89,19,-47,480,-83.77,-213.83,1.69,1.49,0.54,"2,759.7"
858,사조오양,"10,350",100,-0.96%,"5,000","41,768","10,550","10,650","10,200","10,300","10,350",58,"3,905","4,889","4,678","9,703",1.07,975,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
859,텔코웨어,"10,050",150,-1.47%,500,"5,764","10,100","10,250","10,050","10,100","10,150",926,"60,130","1,755","11,766","3,360",0.39,972,N/A,N/A,N/A,N/A,N/A,13,-9,0,-51.56,-46.78,1.34,0.65,0.87,-6.1
860,TIGER 차이나CSI300레버리지(합성),"28,930",285,-0.98%,0,"31,908","29,125","29,280","28,790","28,935","29,000",189,"858,137","196,087","53,751","231,212",1.87,971,"1,249","1,977",903,96,-15.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
861,큐로,420,6,-1.41%,500,"449,964",426,429,419,422,423,435,"75,582","11,570","12,547","9,423",1.71,971,"3,276","3,187","1,340",267,4.47,185,"1,182",150,18.18,8.71,10.48,5.86,0.51,378.5
862,KTcs,"2,265",5,-0.22%,500,"56,093","2,270","2,270","2,240","2,255","2,260",126,"104,597","24,462","24,479","42,685",9.99,967,"9,317","3,849","2,152",179,-1.39,113,401,80,57.48,5.65,6.64,2.97,0.52,610.0
863,국보,"1,450",20,-1.36%,500,"611,404","1,470","1,475","1,425","1,445","1,455",881,"1,097,483","234,166","80,319","66,542",1.22,965,"1,099",908,600,-108,23.39,-205,-272,0,"-1,015.47",-5.33,-67.86,-19.91,2.57,25.1
864,KODEX 미국달러선물,"10,705",60,+0.56%,0,"122,394","10,670","10,720","10,670","10,710","10,715","1,309","74,320","66,084","103,832","9,010",0.06,965,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
865,동방아그로,"7,080",120,+1.72%,500,"192,573","6,970","7,200","6,970","7,060","7,070","1,370","32,800","14,781","19,057","13,618",31.19,964,"1,295","1,960",542,93,3.91,67,491,370,19.79,14.42,4.84,3.45,0.59,"2,071.5"
866,부산산업,"91,200","1,500",+1.67%,"5,000","10,559","91,900","94,900","90,700","90,700","91,300",976,"2,730",534,494,"1,056",2.18,963,"1,156","1,290",476,55,-17.97,41,"-1,245",250,-35.96,-73.25,4.33,3.11,1.72,991.5
867,웰바이오텍,"1,640",5,+0.31%,500,"325,961","1,655","1,660","1,590","1,635","1,640",530,"376,275","71,225","70,208","58,677",0.79,962,604,709,514,-126,15.48,-678,-802,0,-95.02,-2.04,-141.53,-71.12,2.22,-29.7
868,까뮤이앤씨,"2,125",20,-0.93%,500,"1,015,128","2,150","2,180","2,105","2,105","2,110","2,179","5,111,573","110,747","32,582","45,152",5.81,959,"1,617","1,662",835,28,-42.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
869,HANARO e커머스,"16,115",170,-1.04%,0,"1,265","16,195","16,210","16,060","16,115","16,140",20,"9,452","14,755","29,325","5,950",0.00,959,N/A,N/A,N/A,N/A,N/A,110,415,N/A,4.85,9.30,14.51,5.49,1.15,204.1
870,동일고무벨트,"6,880",10,-0.15%,500,"3,881","6,930","6,940","6,800","6,870","6,880","2,383","1,759,892","58,833","10,847","24,832",5.80,959,"1,444","1,581",765,120,-47.72,92,-18,20,-81.02,-117.78,11.98,2.61,0.47,"2,828.9"
871,범양건영,"3,850",80,-2.04%,"1,000","606,661","3,955","4,070","3,845","3,855","3,860",26,"5,319","3,281","5,241","13,900",2.00,956,"2,432","2,758",759,148,-7.15,73,320,107,2.34,21.50,3.70,7.40,1.12,288.7
872,영흥,943,9,-0.95%,500,"156,253",952,954,938,939,940,147,"215,985","38,754","43,639","101,310",0.80,955,"2,047","3,377","1,911",-251,3.66,-227,-124,20,-838.37,-7.60,-12.89,-7.02,0.40,434.4
873,화승코퍼레이션,"1,905",15,-0.78%,500,"63,203","1,900","1,915","1,880","1,890","1,895",119,"108,148","73,085","13,664","50,051",2.73,953,"13,133","11,839","9,632",137,-15.38,-408,-687,25,-78.85,-2.77,-17.15,-3.40,0.49,525.1
874,비상교육,"7,320",20,-0.27%,500,"15,067","7,380","7,460","7,200","7,260","7,270",14,"1,962",331,260,"2,154",4.62,950,"1,403","2,461","1,019",95,20.94,15,"1,426","1,250",4.58,30.93,1.03,4.92,0.86,157.7
875,삼화왕관,"44,100",50,-0.11%,"5,000",331,"43,900","44,300","43,700","43,800","44,100","1,322","629,847","121,208","47,039","54,902",1.89,950,"3,386","2,032","1,776",-72,-4.16,-78,47,N/A,-212.40,36.81,-26.40,0.62,0.56,"1,317.6"
876,평화산업,"1,730",20,+1.17%,500,"762,056","1,685","1,780","1,655","1,725","1,730",170,"286,169","126,512","167,428","72,688",2.00,949,"1,262","2,858","1,822",153,16.05,112,161,50,-14.48,8.11,12.01,-3.92,3.50,-63.7
877,유니켐,"1,305",0,0.00%,500,"130,669","1,300","1,315","1,290","1,300","1,305",110,"49,664","5,415","1,347","12,997",6.90,947,"1,723","2,632",673,-149,-13.58,-149,321,150,-167.72,22.71,-7.24,-5.43,0.47,"3,176.4"
878,만호제강,"22,800",50,-0.22%,"1,000",987,"22,650","23,100","22,650","22,800","22,950",22,"6,030",962,"2,651","4,150",5.42,946,"1,961","2,582",252,13,-0.15,9,799,200,443.17,28.54,0.37,0.34,0.29,"5,933.5"
879,KC그린홀딩스,"4,160",20,-0.48%,500,"29,850","4,175","4,195","4,125","4,165","4,175",124,"31,171","5,215","11,060","22,435",2.58,933,"6,804","7,590","5,438",-479,-2.65,-789,-685,40,-322.76,-6.07,-22.99,-10.02,0.58,"1,130.1"
880,한일철강,"3,475",0,0.00%,500,"66,838","3,475","3,595","3,445","3,475","3,480",233,"59,019","12,652","3,927","26,697",1.58,933,"1,571","2,951","1,463",-42,-9.19,-48,762,0,42.07,4.59,-3.30,-1.56,0.51,"1,107.0"
881,한국수출포장,"23,100",0,0.00%,"5,000",877,"23,250","23,250","22,950","23,050","23,100",20,"3,929","2,758",535,"4,000",5.13,922,"2,648","3,091",565,109,-2.49,84,"3,823",600,-43.52,6.03,3.34,2.90,1.28,"1,065.6"
882,우진플라임,"4,610",85,-1.81%,500,"17,349","4,695","4,720","4,605","4,625","4,630",81,"61,486",945,"5,069","20,000",7.57,922,"2,050","2,676","2,068",94,12.76,78,831,50,213.24,5.55,13.70,2.71,0.34,"1,168.6"
