N,종목명,현재가,전일비,등락률,액면가,거래량,시가,고가,저가,매수호가,매도호가,거래대금,전일거래량,매수총잔량,매도총잔량,상장주식수,외국인비율,시가총액,매출액,자산총계,부채총계,영업이익,매출액증가율,당기순이익,주당순이익,보통주배당금,영업이익증가율,PER,ROE,ROA,PBR,유보율
100,삼강엠앤티,"18,850",450,+2.45%,500,"242,993","18,400","19,000","18,400","18,850","18,900","4,558","356,462","17,113","44,409","36,574",3.18,"6,894","4,272","6,600","4,263",290,11.11,122,232,0,241.05,81.25,5.54,1.90,3.67,789.8
101,나노스,"3,860",35,-0.90%,100,"474,700","3,895","4,040","3,765","3,830","3,860","1,840","273,255","11,943","16,532","177,134",0.24,"6,837",570,809,438,6,8.26,-18,-21,0,104.02,-183.81,-4.75,-2.14,15.43,156.5
102,피에스케이,"46,200",650,+1.43%,500,"166,255","46,900","47,600","45,850","46,150","46,200","7,732","115,181","13,121","8,560","14,765",10.49,"6,821","2,657","2,686",512,316,71.87,223,"4,349",300,86.70,10.62,11.00,9.04,2.40,"2,856.4"
103,데브시스터즈,"57,300","3,100",+5.72%,500,"126,220","55,500","57,500","55,500","57,200","57,300","7,174","71,703","5,660","6,745","11,816",2.92,"6,771",705,"1,322",325,-61,87.54,-59,"3,158",0,72.40,18.14,-5.70,-4.62,3.94,"2,416.9"
104,에디슨EV,"23,300",50,-0.21%,500,"781,559","23,800","24,100","23,250","23,300","23,350","18,476","1,313,145","33,309","22,314","28,903",0.82,"6,734",136,295,124,-74,-20.15,-105,-398,0,5.36,-58.54,-48.29,-31.03,17.52,596.4
105,박셀바이오,"43,800",650,+1.51%,500,"1,450,041","42,850","46,500","42,850","43,750","43,800","65,096","1,417,458","10,969","14,047","15,223",2.87,"6,668",N/A,355,8,-43,N/A,-40,-296,0,-6.09,-147.97,-18.22,-17.50,21.01,821.6
106,코웰패션,"7,520",190,+2.59%,500,"381,070","7,400","7,640","7,400","7,490","7,520","2,866","613,529","20,979","18,174","88,500",3.60,"6,655","4,264","3,723",832,801,8.05,608,688,120,5.23,10.93,22.98,16.50,1.53,541.6
107,비에이치,"19,650",650,+3.42%,500,"455,043","19,500","20,100","19,450","19,600","19,650","8,958","466,026","36,886","46,776","33,810",9.08,"6,644","7,214","5,611","2,441",340,10.16,259,"1,049",250,-45.59,18.73,8.69,4.99,1.66,"2,092.1"
108,네패스,"28,800","1,150",+4.16%,500,"320,524","28,350","29,400","28,350","28,750","28,800","9,250","165,488","14,942","16,799","23,059",7.19,"6,641","3,436","8,017","5,411",-36,-3.58,-627,"-2,225",N/A,-105.79,-12.94,-23.33,-9.47,3.24,"1,713.9"
109,원익QnC,"25,100",400,+1.62%,500,"260,071","25,250","25,650","24,700","25,000","25,100","6,515","310,302","19,371","15,977","26,288",2.17,"6,598","5,256","7,431","4,405",412,99.82,155,"2,024",0,50.70,12.40,11.44,2.23,2.25,"1,731.7"
110,상아프론테크,"41,200","1,200",+3.00%,500,"87,791","40,600","42,250","40,550","41,000","41,200","3,632","84,733","6,768","8,764","15,989",2.71,"6,587","1,533","2,833","1,333",74,-17.63,23,395,160,-50.40,104.30,1.58,0.87,3.61,"1,890.5"
111,티에스이,"58,600",900,+1.56%,500,"48,021","58,900","60,500","57,500","58,500","58,600","2,823","31,933","3,444","3,127","11,061",8.58,"6,482","2,855","3,011",762,427,49.10,294,"3,271",250,106.69,17.92,15.10,10.42,2.70,"3,466.7"
112,휴마시스,"18,800",150,+0.80%,100,"1,642,769","19,000","19,900","18,650","18,750","18,800","31,444","1,206,208","90,522","35,200","34,224",4.52,"6,434","3,218","3,407","1,387","1,936",603.96,"1,512","4,418",200,663.43,4.26,120.63,73.95,3.18,"5,726.9"
113,넷게임즈,"22,000",850,+4.02%,500,"1,909,938","21,650","22,050","20,800","21,950","22,000","41,257","5,127,699","77,891","53,959","28,857",0.76,"6,349",814,944,280,255,185.65,261,106,0,249.10,207.55,49.93,31.19,10.06,356.4
114,서진시스템,"33,600",350,+1.05%,500,"177,620","34,000","34,650","33,250","33,550","33,600","6,002","115,890","16,536","8,915","18,790",5.24,"6,314","3,219","6,921","4,501",49,-17.96,-58,"1,929",0,-90.98,17.42,-2.18,-0.93,1.84,"2,782.6"
115,엔케이맥스,"16,350",400,+2.51%,500,"182,695","16,300","16,750","16,150","16,250","16,350","3,008","180,830","20,029","34,006","38,519",5.48,"6,298",104,"2,053",853,-412,18.54,-414,"-1,160",0,-71.04,-14.09,-36.46,-21.39,5.02,574.7
116,테스나,"42,550","1,200",+2.90%,500,"1,142,361","46,150","46,550","42,150","42,500","42,550","50,692","431,099","23,680","14,928","14,760",2.80,"6,280","1,325","4,561","2,323",306,36.86,372,"2,863",130,26.36,14.86,19.23,9.32,2.95,"2,478.9"
117,이오플로우,"20,850",500,+2.46%,100,"75,545","20,650","21,350","20,650","20,800","20,850","1,583","148,148","12,444","9,837","30,091",10.15,"6,274",0,292,43,-129,N/A,-196,"-1,187",0,-51.44,-17.57,-138.74,-100.32,23.40,"1,988.5"
118,넵튠,"19,600",300,+1.55%,500,"51,080","20,050","20,400","19,550","19,600","19,650","1,014","42,431","5,135","4,471","31,814",0.69,"6,236",196,"1,613",527,-87,8.89,438,"4,713",0,14.31,4.16,49.96,31.66,1.47,883.4
119,에스앤에스텍,"29,050",900,+3.20%,500,"145,406","29,000","29,750","28,800","29,000","29,050","4,247","143,584","5,542","6,865","21,451",3.39,"6,232",874,"1,860",215,110,N/A,110,519,80,N/A,55.97,N/A,N/A,3.52,"1,454.6"
120,젬백스,"15,400",450,+3.01%,500,"175,366","15,150","15,750","15,050","15,250","15,400","2,707","93,901","21,907","27,218","39,813",6.55,"6,131",657,"1,588",236,14,53.91,16,368,0,117.12,41.85,1.44,1.02,4.03,605.6
121,파트론,"10,250",100,-0.97%,500,"1,127,518","10,600","10,600","10,100","10,200","10,250","11,600","722,574","193,649","96,862","58,918",18.08,"6,039","11,793","6,052","2,076",419,-6.00,206,"1,176",250,-60.12,8.72,6.20,3.65,1.26,"1,393.8"
122,루트로닉,"22,950",300,-1.29%,500,"369,920","23,750","23,750","22,400","22,950","23,000","8,491","373,189","18,079","14,143","26,233",11.04,"6,020","1,156","1,756",786,62,0.27,-154,356,0,336.73,64.47,-14.56,-8.06,5.08,661.8
123,케어젠,"55,300",500,-0.90%,500,"7,371","56,200","56,800","55,300","55,200","55,300",412,"18,892",500,"1,371","10,743",4.31,"5,941",603,"2,166",113,320,-6.81,314,"2,946","2,000",-9.60,18.77,14.91,14.03,2.64,"5,049.8"
124,솔브레인홀딩스,"27,900",250,+0.90%,500,"35,983","27,950","28,900","27,850","27,900","27,950","1,016","28,292","1,181","1,719","20,964",4.52,"5,849","2,357","13,394","3,033",166,-5.85,"14,444","3,258",0,14.96,8.56,154.56,115.61,0.53,"25,947.9"
125,조이시티,"8,500",30,-0.35%,500,"670,991","8,770","8,820","8,500","8,500","8,510","5,803","909,960","26,474","8,932","68,399",5.53,"5,814","1,654","1,113",334,205,60.36,117,162,0,139.52,52.47,21.79,13.29,5.76,"1,140.2"
126,나노신소재,"53,500",800,+1.52%,500,"69,050","54,400","55,300","53,300","53,500","53,800","3,755","97,625","3,811","5,129","10,848",2.20,"5,804",485,"1,066",145,15,-0.75,16,624,100,-71.54,85.74,1.77,1.58,5.82,"1,651.6"
127,툴젠,"73,300","6,600",+9.90%,500,"124,591","67,800","80,000","66,200","73,300","73,400","9,126","117,434","1,844","2,868","7,852",0.73,"5,756",7,301,31,-148,-36.62,-147,"-2,240",0,8.39,-32.72,-54.69,-49.05,24.81,451.0
128,엑세스바이오,"15,750",100,+0.64%,0,"254,170","15,950","16,150","15,750","15,750","15,800","4,041","1,050,959","35,423","32,717","36,316",4.26,"5,720","1,218","1,702",835,687,182.86,478,"4,627",N/A,954.74,3.40,89.16,39.86,2.63,"4,559.1"
129,이엠텍,"35,900",900,+2.57%,500,"180,842","35,700","36,750","35,500","35,900","35,950","6,513","217,325","7,782","3,521","15,888",6.16,"5,704","2,829","2,832",945,21,5.51,6,"2,166",0,136.86,16.57,0.51,0.24,2.36,"2,162.9"
130,코미팜,"8,880",280,+3.26%,100,"263,699","8,610","8,940","8,600","8,870","8,880","2,328","169,684","13,798","30,469","64,186",4.14,"5,700",372,"1,219",438,-22,4.71,-40,-67,N/A,59.98,-132.54,-3.77,-3.20,7.71,"1,108.7"
131,디오,"36,050",450,+1.26%,500,"70,974","36,000","36,650","35,750","36,050","36,100","2,567","119,577","5,646","3,588","15,774",27.87,"5,687","1,500","3,482","1,606",348,24.97,281,"1,806",N/A,15.97,19.96,16.27,8.40,2.85,"2,403.9"
132,초록뱀미디어,"2,610",5,-0.19%,500,"3,072,792","2,650","2,670","2,605","2,605","2,610","8,092","3,676,106","206,535","290,886","216,827",2.48,"5,659",467,"2,991","1,657",-86,-3.67,-338,61,0,-713.10,42.79,-28.82,-13.91,2.08,107.9
133,바텍,"37,750",400,-1.05%,500,"61,005","38,650","39,000","37,300","37,700","37,750","2,304","101,181","9,778","1,410","14,854",28.68,"5,607","2,443","3,539","1,250",316,-10.08,-218,601,100,-26.33,62.81,-10.28,-5.88,2.11,"2,883.1"
134,파인테크닉스,"12,400",150,-1.20%,500,"580,885","12,950","13,050","12,350","12,400","12,450","7,358","950,904","95,633","64,210","45,192",1.59,"5,604","1,698","1,389",597,101,32.82,63,454,0,25.08,27.31,9.23,4.50,5.54,183.9
135,네오위즈,"25,400",800,+3.25%,500,"311,936","25,350","26,200","25,300","25,400","25,450","8,037","197,902","19,932","5,615","22,034",8.50,"5,597","2,896","4,794",837,603,13.80,622,"2,526",0,85.26,10.06,16.95,14.17,1.28,"4,000.7"
136,제이시스메디칼,"7,820",110,+1.43%,100,"533,324","7,910","7,930","7,710","7,820","7,830","4,181","656,324","47,441","35,877","71,299",7.08,"5,576",508,392,222,114,37.92,75,99,0,316.58,78.99,190.55,22.52,16.05,447.3
137,유니테스트,"26,300",50,+0.19%,500,"64,439","26,650","26,850","26,250","26,300","26,350","1,711","73,070","10,826","12,399","21,134",10.19,"5,558","1,235","1,990",427,27,-37.74,12,147,N/A,-91.06,178.91,1.06,0.62,3.45,"1,409.3"
138,넥스틴,"57,300","3,100",+5.72%,500,"23,159","55,500","57,500","55,100","57,200","57,300","1,308","25,771",916,"2,331","9,682",13.90,"5,548",494,543,84,181,426.37,147,"2,092",0,"1,128.41",27.39,62.17,40.46,8.96,"2,792.0"
139,셀리버리,"31,800","2,200",+7.43%,500,"266,288","30,500","32,250","30,000","31,800","31,850","8,401","171,154","7,762","15,230","17,334",6.09,"5,512",8,605,221,-176,-63.28,-172,"-1,473",0,-20.76,-21.59,-52.53,-37.75,13.86,716.9
140,삼표시멘트,"5,080",275,+5.72%,500,"1,361,894","4,945","5,150","4,935","5,070","5,080","6,889","738,469","16,516","102,247","107,916",0.84,"5,482","5,432","13,493","7,064",617,-8.79,137,177,75,28.34,28.70,2.15,1.02,0.85,"1,105.8"
141,서부T&D,"9,160",290,+3.27%,500,"384,153","8,980","9,300","8,970","9,140","9,160","3,518","162,619","10,451","22,113","59,259",11.43,"5,428",848,"19,789","13,487",-227,N/A,-352,-511,58,N/A,-17.93,N/A,N/A,0.89,"1,804.9"
142,압타바이오,"24,200",850,+3.64%,500,"157,853","23,900","24,900","23,700","24,150","24,200","3,826","147,957","10,661","9,536","22,299",5.98,"5,396",3,754,34,-61,-66.52,-39,-468,0,15.19,-51.71,-5.33,-5.13,8.41,"1,192.3"
143,매일유업,"68,700","1,900",+2.84%,500,"18,198","67,400","68,700","66,800","68,300","68,700","1,241","8,902",991,"2,582","7,844",15.41,"5,389","14,631","7,448","3,047",865,5.01,577,"8,590",800,1.40,8.00,13.67,8.12,1.07,"11,662.3"
144,휴온스,"48,950",700,+1.45%,500,"31,972","48,500","49,900","48,300","48,750","48,950","1,569","30,075","1,700","3,674","10,860",21.95,"5,316","4,067","4,165","1,730",541,11.41,566,"4,561",538,11.83,10.73,25.66,15.79,2.18,"4,882.6"
145,코미코,"52,300","1,300",+2.55%,500,"30,836","52,000","53,500","51,400","52,000","52,300","1,615","24,277","3,267","2,382","10,020",37.81,"5,241","2,008","3,151","1,456",356,15.78,233,"3,780",350,3.08,13.84,16.06,7.68,2.49,"3,185.0"
146,아미코젠,"26,500","1,300",+5.16%,500,"101,371","25,600","26,700","25,600","26,250","26,500","2,674","52,182","7,278","32,394","19,752",10.78,"5,234","1,159","2,834",906,31,0.59,323,"1,724",0,242.14,15.37,22.99,12.31,2.50,"1,622.6"
147,상상인,"9,420",170,+1.84%,"1,000","329,452","9,450","9,750","9,300","9,400","9,420","3,125","235,701","11,146","19,376","55,328",8.55,"5,212","4,542","36,059","29,144",941,-16.10,643,"1,643",0,-48.43,5.73,11.17,1.78,0.77,938.5
148,코오롱티슈진,"8,010",0,0.00%,0,0,0,0,0,0,0,0,0,0,0,"64,745",6.65,"5,186",36,727,247,-416,17.17,-418,-702,0,8.02,-11.41,-59.61,-42.46,26.43,"1,849,534.7"
149,덱스터,"20,350",300,+1.50%,500,"266,689","20,600","20,800","20,200","20,300","20,350","5,456","306,455","28,031","66,440","25,401",2.72,"5,169",263,686,113,2,-52.55,-30,-258,0,103.78,-78.88,-5.40,-4.51,8.95,381.9
150,에코마케팅,"16,050",300,+1.90%,100,"152,424","16,100","16,400","15,700","16,050","16,100","2,447","238,275","12,811","13,471","32,148",4.56,"5,160","1,770","1,950",457,589,58.98,548,824,670,55.56,19.48,42.16,32.74,3.41,"4,065.0"
